ts_code,open,high,low,close,change,pct_chg,amount
000153.SZ,7.77,8.29,7.77,7.81,0.24,3.1704,119857.436
000155.SZ,12.63,13.05,12.31,12.5,-0.32,-2.4961,1123851.62
000156.SZ,8.18,8.21,8.11,8.12,-0.1,-1.2165,48544.199
000157.SZ,12.26,12.39,11.88,11.9,-0.39,-3.1733,1187214.295
000158.SZ,5.9,5.97,5.63,5.69,-0.57,-9.1054,708239.941
000159.SZ,6.3,6.34,6.05,6.09,-0.21,-3.3333,182502.617
000166.SZ,4.55,4.58,4.51,4.52,-0.04,-0.8772,182881.762
000333.SZ,84.24,85.0,79.91,80.03,-3.83,-4.5671,3424838.078
000338.SZ,19.32,19.52,18.75,18.78,-0.54,-2.795,1433968.676
000400.SZ,13.88,13.88,13.66,13.7,-0.2,-1.4388,164505.596
000401.SZ,14.5,14.54,14.32,14.35,-0.2,-1.3746,150959.535
000402.SZ,6.34,6.39,6.26,6.26,-0.1,-1.5723,92345.616
000403.SZ,37.8,38.63,37.6,37.73,-0.18,-0.4748,80716.908
000404.SZ,4.07,4.14,4.07,4.1,0.0,0.0,30817.22
000407.SZ,4.36,4.39,4.28,4.3,-0.04,-0.9217,36309.424
000408.SZ,11.86,11.96,11.21,11.21,-0.59,-5.0,155761.498
000409.SZ,4.82,4.82,4.63,4.64,-0.18,-3.7344,45086.024
000410.SZ,3.72,3.76,3.67,3.68,-0.05,-1.3405,7741.364
000411.SZ,15.29,16.8,14.87,15.9,0.51,3.3138,283237.501
000413.SZ,1.97,1.98,1.93,1.93,-0.04,-2.0305,61423.371
000415.SZ,2.09,2.1,2.05,2.05,-0.05,-2.381,36442.114
000416.SZ,4.75,4.76,4.56,4.62,-0.14,-2.9412,25581.123
000417.SZ,4.71,4.78,4.71,4.74,0.04,0.8511,21156.964
000419.SZ,4.61,4.65,4.57,4.57,-0.03,-0.6522,19181.962
000420.SZ,2.83,2.84,2.75,2.76,-0.04,-1.4286,53994.313
000421.SZ,5.5,5.6,5.45,5.51,-0.01,-0.1812,24293.647
000422.SZ,4.66,4.9,4.66,4.84,0.16,3.4188,62582.183
000423.SZ,34.78,35.32,34.6,34.84,0.02,0.0574,154957.229
000425.SZ,7.65,7.68,7.29,7.31,-0.43,-5.5556,1627413.715
000426.SZ,6.76,6.81,6.67,6.67,-0.09,-1.3314,69390.198
000428.SZ,3.38,3.67,3.35,3.44,0.1,2.994,124079.659
000429.SZ,7.22,7.23,6.98,7.1,-0.06,-0.838,41330.463
000430.SZ,6.15,6.16,5.94,5.96,-0.21,-3.4036,71612.795
000488.SZ,10.75,10.78,10.3,10.37,-0.33,-3.0841,609838.478
000498.SZ,5.17,5.26,5.1,5.16,-0.01,-0.1934,50886.533
000501.SZ,11.31,11.46,11.19,11.21,-0.12,-1.0591,132806.758
000502.SZ,5.93,6.2,5.93,6.12,0.19,3.204,28263.411
000503.SZ,7.61,8.27,7.61,8.03,0.31,4.0155,136124.333
000504.SZ,14.5,15.22,14.41,15.22,0.72,4.9655,41403.889
000505.SZ,7.55,7.8,7.5,7.6,0.04,0.5291,64273.5
000506.SZ,2.11,2.14,2.11,2.12,0.0,0.0,14121.467
000507.SZ,5.76,5.92,5.76,5.84,0.05,0.8636,82899.886
000509.SZ,2.61,2.7,2.61,2.67,0.05,1.9084,12523.173
000510.SZ,4.66,4.88,4.65,4.76,0.11,2.3656,85444.629
000513.SZ,45.75,47.54,45.2,46.06,1.16,2.5835,601529.353
000514.SZ,3.45,3.48,3.43,3.45,0.0,0.0,4628.127
000516.SZ,15.9,16.55,15.66,15.74,-0.27,-1.6864,836445.881
000517.SZ,2.86,2.86,2.83,2.85,0.0,0.0,35526.741
000518.SZ,4.36,4.36,4.36,4.36,0.4,10.101,116593.158
000519.SZ,9.96,10.23,9.76,9.77,-0.22,-2.2022,558777.705
000520.SZ,3.05,3.09,3.05,3.07,0.01,0.3268,8807.555
000521.SZ,3.75,3.88,3.72,3.8,0.09,2.4259,190147.149
000523.SZ,2.61,2.66,2.52,2.56,-0.05,-1.9157,22967.892
000524.SZ,7.83,8.0,7.8,7.93,0.1,1.2771,21417.512
000525.SZ,5.0,5.02,4.79,4.8,-0.2,-4.0,106175.211
000526.SZ,37.1,37.1,35.81,35.85,-1.54,-4.1187,23951.306
000528.SZ,10.28,10.36,9.81,9.85,-0.31,-3.0512,523575.652
000529.SZ,6.16,6.19,6.08,6.12,-0.03,-0.4878,13811.288
000530.SZ,3.76,3.78,3.66,3.67,-0.11,-2.9101,37023.56
000531.SZ,8.18,8.25,8.04,8.08,-0.14,-1.7032,47971.502
000532.SZ,11.22,11.29,10.92,11.17,-0.05,-0.4456,67260.815
000533.SZ,3.07,3.1,3.05,3.07,-0.01,-0.3247,25441.184
000534.SZ,12.43,12.92,12.31,12.38,-0.04,-0.3221,32479.012
000536.SZ,2.98,3.0,2.95,2.97,-0.01,-0.3356,34053.051
000537.SZ,5.62,5.65,5.6,5.62,-0.02,-0.3546,10550.133
000538.SZ,116.8,117.5,112.69,112.9,-3.19,-2.7479,969565.416
000539.SZ,3.77,3.77,3.72,3.73,-0.06,-1.5831,31912.804
000540.SZ,2.85,2.87,2.83,2.84,-0.02,-0.6993,52043.703
000541.SZ,5.94,5.95,5.8,5.85,-0.09,-1.5152,27136.459
000543.SZ,4.1,4.12,4.05,4.05,-0.07,-1.699,79196.53
000544.SZ,6.36,6.36,6.31,6.33,-0.03,-0.4717,13191.076
000545.SZ,3.38,3.55,3.3,3.31,-0.11,-3.2164,379661.415
000546.SZ,6.78,6.83,6.69,6.69,-0.09,-1.3274,15598.686
000547.SZ,18.13,18.34,17.91,17.98,-0.04,-0.222,383213.738
000548.SZ,4.0,4.02,3.91,3.92,-0.07,-1.7544,12156.627
000550.SZ,25.17,25.74,25.08,25.1,-0.04,-0.1591,177812.694
000551.SZ,8.52,8.63,8.48,8.53,0.01,0.1174,11584.224
000552.SZ,2.97,3.05,2.94,2.99,0.04,1.3559,121082.444
000553.SZ,8.75,8.94,8.68,8.88,0.24,2.7778,66952.448
000554.SZ,4.49,4.73,4.47,4.61,0.12,2.6726,49020.227
000555.SZ,14.7,14.93,14.5,14.5,-0.21,-1.4276,162136.547
000557.SZ,3.81,3.82,3.78,3.78,-0.02,-0.5263,18605.366
000558.SZ,3.04,3.08,3.03,3.05,0.0,0.0,26612.206
000559.SZ,5.13,5.15,5.03,5.03,-0.1,-1.9493,83056.604
000560.SZ,3.74,3.79,3.71,3.74,0.0,0.0,80930.717
000561.SZ,6.63,6.72,6.58,6.61,-0.02,-0.3017,19130.353
000563.SZ,3.26,3.3,3.23,3.25,-0.02,-0.6116,31760.611
000564.SZ,2.46,2.49,2.35,2.36,-0.11,-4.4534,74670.769
000565.SZ,5.2,5.28,5.17,5.2,0.04,0.7752,15735.842
000566.SZ,6.3,6.59,6.27,6.45,0.15,2.381,153539.274
000567.SZ,9.33,9.35,9.02,9.04,-0.29,-3.1083,56451.078
000568.SZ,250.0,257.57,246.36,247.45,-2.16,-0.8653,3394292.597
000570.SZ,5.73,5.78,5.62,5.68,-0.04,-0.6993,65840.433
000571.SZ,2.19,2.26,2.19,2.19,0.0,0.0,9020.545
000572.SZ,3.68,3.77,3.65,3.66,-0.05,-1.3477,64991.252
000573.SZ,2.91,2.91,2.8,2.83,-0.04,-1.3937,15638.811
000576.SZ,11.08,11.16,10.9,10.93,-0.12,-1.086,90923.309
000581.SZ,23.66,23.86,23.6,23.74,0.06,0.2534,205441.183
000582.SZ,10.17,10.22,10.05,10.1,0.07,0.6979,64920.835
000584.SZ,8.35,8.44,8.16,8.18,-0.07,-0.8485,117695.634
000585.SZ,1.59,1.6,1.57,1.58,-0.02,-1.25,5040.177
000586.SZ,7.32,7.32,7.17,7.22,-0.11,-1.5007,14758.609
000587.SZ,1.68,1.7,1.67,1.69,0.0,0.0,8923.698
000589.SZ,6.99,7.15,6.91,7.13,0.11,1.567,93083.861
000590.SZ,8.03,8.45,8.03,8.22,0.19,2.3661,18521.888
000591.SZ,6.6,6.66,6.46,6.51,-0.14,-2.1053,410150.721
000592.SZ,2.77,2.82,2.72,2.73,-0.07,-2.5,110920.904
000593.SZ,4.74,4.75,4.65,4.66,-0.08,-1.6878,16474.951
000595.SZ,2.15,2.15,2.07,2.08,-0.06,-2.8037,12982.229
000596.SZ,254.03,256.77,246.5,247.5,-6.53,-2.5706,514026.47
000597.SZ,4.87,4.99,4.85,4.88,0.05,1.0352,27322.729
000598.SZ,5.21,5.22,5.06,5.07,-0.11,-2.1236,105984.01
000599.SZ,4.2,4.21,4.15,4.17,-0.03,-0.7143,14150.322
000600.SZ,5.44,5.44,5.3,5.34,-0.09,-1.6575,107573.457
000601.SZ,5.57,5.61,5.45,5.46,-0.1,-1.7986,26906.318
000603.SZ,14.1,14.57,13.9,13.97,-0.13,-0.922,161391.659
000605.SZ,5.65,5.66,5.48,5.48,-0.17,-3.0088,23057.536
000606.SZ,3.01,3.01,2.85,2.92,-0.05,-1.6835,75662.775
000607.SZ,3.82,3.83,3.77,3.78,0.0,0.0,18561.701
000608.SZ,3.52,3.55,3.45,3.5,-0.03,-0.8499,21660.111
000609.SZ,3.71,3.73,3.64,3.64,-0.05,-1.355,9922.003
000610.SZ,10.46,10.53,10.03,10.08,-0.49,-4.6358,153576.198
000611.SZ,2.76,2.82,2.76,2.77,-0.11,-3.8194,13575.16
000612.SZ,8.3,8.66,8.24,8.39,0.11,1.3285,747488.708
000615.SZ,13.59,15.07,13.59,14.61,0.91,6.6423,1090046.036
000616.SZ,2.54,2.58,2.48,2.49,-0.05,-1.9685,84436.657
000617.SZ,6.14,6.16,6.1,6.11,-0.02,-0.3263,78156.577
000619.SZ,5.38,5.53,5.31,5.49,0.09,1.6667,22620.386
000620.SZ,2.53,2.53,2.4,2.45,-0.1,-3.9216,74476.449
000622.SZ,3.5,3.51,3.44,3.44,-0.06,-1.7143,18635.373
000623.SZ,15.24,15.34,15.12,15.14,-0.14,-0.9162,102622.241
000625.SZ,16.15,16.95,15.86,16.84,0.72,4.4665,3828788.194
000626.SZ,17.57,18.44,17.57,18.05,0.6,3.4384,130600.672
000627.SZ,3.98,3.99,3.88,3.9,-0.08,-2.0101,37717.716
000628.SZ,8.86,9.13,8.79,8.98,0.12,1.3544,21149.886
000629.SZ,2.35,2.41,2.35,2.36,-0.01,-0.4219,272117.001
000630.SZ,2.87,2.96,2.86,2.9,0.07,2.4735,921288.603
000631.SZ,3.0,3.08,2.98,3.04,0.04,1.3333,9206.453
000632.SZ,3.5,3.55,3.47,3.52,0.03,0.8596,9799.02
000633.SZ,7.21,7.67,7.21,7.33,0.13,1.8056,85402.828
000635.SZ,8.8,9.14,8.73,8.96,0.13,1.4723,50167.635
000636.SZ,29.83,30.08,28.93,28.95,-0.8,-2.6891,474025.56
000637.SZ,3.79,3.87,3.78,3.82,0.02,0.5263,11907.735
000638.SZ,4.9,4.98,4.8,4.82,-0.07,-1.4315,20513.727
000639.SZ,5.08,5.09,4.94,4.96,-0.14,-2.7451,52917.526
000650.SZ,7.75,7.94,7.69,7.84,0.02,0.2558,343491.077
000651.SZ,59.97,59.99,58.45,58.5,-1.31,-2.1903,2481306.191
000652.SZ,4.11,4.19,4.1,4.11,0.03,0.7353,54974.853
000655.SZ,8.37,8.6,8.24,8.3,0.11,1.3431,290390.213
000656.SZ,7.07,7.09,6.99,7.0,-0.07,-0.9901,119356.967
000657.SZ,8.1,8.38,8.06,8.24,0.17,2.1066,231427.662
000659.SZ,3.77,3.78,3.62,3.65,-0.14,-3.6939,55832.93
000661.SZ,485.0,502.66,478.28,485.0,4.83,1.0059,2865551.855
000663.SZ,5.05,5.08,5.01,5.07,0.02,0.396,7791.265
000665.SZ,3.88,3.98,3.86,3.9,0.0,0.0,14302.906
000666.SZ,8.08,8.15,7.97,8.01,-0.19,-2.3171,48552.204
000667.SZ,1.84,1.86,1.82,1.82,-0.03,-1.6216,129849.623
000668.SZ,14.57,15.18,14.43,14.45,-0.03,-0.2072,35500.561
000669.SZ,2.37,2.43,2.37,2.38,-0.02,-0.8333,21842.509
000671.SZ,6.16,6.19,6.11,6.12,-0.06,-0.9709,109591.272
000672.SZ,20.45,20.8,20.22,20.4,-0.13,-0.6332,189488.246
000673.SZ,2.31,2.4,2.28,2.28,-0.12,-5.0,46694.577
000676.SZ,5.75,6.37,5.62,6.37,0.58,10.0173,445088.146
000677.SZ,2.68,2.7,2.65,2.65,-0.02,-0.7491,10232.542
000678.SZ,4.89,4.97,4.78,4.86,-0.04,-0.8163,16942.358
000679.SZ,3.86,3.98,3.86,3.91,0.09,2.356,7793.276
000680.SZ,4.25,4.38,4.19,4.2,-0.05,-1.1765,140151.555
000681.SZ,14.18,14.49,13.71,13.77,-0.18,-1.2903,128732.015
000682.SZ,4.64,4.67,4.6,4.6,-0.03,-0.6479,15176.59
000683.SZ,2.74,2.86,2.73,2.79,0.05,1.8248,115787.802
000685.SZ,8.34,8.35,8.25,8.27,-0.1,-1.1947,33814.044
000686.SZ,8.31,8.4,8.19,8.2,-0.16,-1.9139,93194.13
000687.SZ,1.7,1.7,1.62,1.66,-0.05,-2.924,17136.606
000688.SZ,9.11,9.23,9.01,9.03,-0.08,-0.8782,61937.371
000690.SZ,5.86,5.95,5.78,5.86,-0.01,-0.1704,155027.561
000691.SZ,5.6,5.8,5.58,5.66,-0.25,-4.2301,64781.194
000692.SZ,3.3,3.33,3.21,3.3,0.01,0.304,17768.89
000695.SZ,5.42,5.47,5.31,5.47,0.08,1.4842,10706.155
000697.SZ,7.76,7.81,7.67,7.68,-0.08,-1.0309,24771.477
000698.SZ,6.8,7.07,6.76,6.93,0.14,2.0619,370842.182
000700.SZ,5.1,5.15,5.02,5.09,-0.03,-0.5859,79634.029
000701.SZ,4.85,4.88,4.81,4.82,-0.02,-0.4132,10870.74
000702.SZ,5.03,5.05,4.97,5.03,-0.04,-0.789,22519.337
000703.SZ,13.27,13.79,13.27,13.48,0.19,1.4296,786980.822
000705.SZ,7.7,7.82,7.55,7.59,-0.34,-4.2875,90640.913
000707.SZ,2.64,2.69,2.62,2.65,0.0,0.0,7107.7
000708.SZ,26.32,27.09,25.56,25.63,-0.46,-1.7631,138073.634
000709.SZ,2.7,2.74,2.61,2.63,-0.06,-2.2305,258900.856
000710.SZ,28.4,29.8,28.16,28.86,0.43,1.5125,145471.607
000711.SZ,2.35,2.38,2.31,2.32,-0.05,-2.1097,21394.66
000712.SZ,15.15,15.18,14.72,14.72,-0.48,-3.1579,117816.936
000713.SZ,13.67,13.85,13.35,13.4,-0.27,-1.9751,388109.756
000715.SZ,4.9,4.94,4.68,4.84,0.01,0.207,23035.54
000716.SZ,3.23,3.32,3.2,3.22,-0.01,-0.3096,37256.759
000717.SZ,5.5,5.54,5.25,5.26,-0.13,-2.4119,367564.686
000718.SZ,4.92,5.21,4.86,4.96,0.01,0.202,520178.428
000719.SZ,7.4,7.45,7.29,7.37,-0.06,-0.8075,40463.784
000720.SZ,4.06,4.09,3.95,4.0,-0.09,-2.2005,44894.699
000721.SZ,4.66,4.72,4.51,4.52,-0.17,-3.6247,78742.106
000722.SZ,6.6,6.8,6.52,6.64,-0.02,-0.3003,43377.034
000723.SZ,8.12,8.32,7.95,8.14,0.02,0.2463,1133819.331
000725.SZ,7.33,7.65,7.24,7.25,-0.03,-0.4121,10555198.171
000726.SZ,6.13,6.14,6.07,6.08,-0.02,-0.3279,19751.178
000727.SZ,2.88,2.97,2.87,2.89,0.01,0.3472,81578.912
000728.SZ,7.75,7.79,7.63,7.65,-0.1,-1.2903,154042.281
000729.SZ,7.49,7.58,7.32,7.33,-0.25,-3.2982,267702.95
000731.SZ,4.86,4.99,4.86,4.9,0.04,0.823,42334.795
000732.SZ,2.65,2.69,2.63,2.66,0.01,0.3774,33714.828
000733.SZ,49.7,51.2,49.19,49.3,-0.32,-0.6449,291700.359
000735.SZ,8.34,8.43,8.3,8.32,-0.05,-0.5974,115462.85
000736.SZ,6.75,6.79,6.6,6.65,-0.12,-1.7725,9461.185
000737.SZ,6.3,6.45,6.04,6.22,-0.1,-1.5823,54930.511
000738.SZ,18.05,18.29,17.95,17.97,-0.08,-0.4432,177206.112
000739.SZ,30.93,31.46,28.73,28.92,-0.54,-1.833,871845.443
000750.SZ,4.4,4.45,4.38,4.38,-0.05,-1.1287,154322.576
000751.SZ,3.36,3.61,3.35,3.48,0.14,4.1916,244138.205
000752.SZ,4.22,4.29,4.16,4.23,0.01,0.237,8920.629
000753.SZ,2.78,2.79,2.72,2.72,-0.06,-2.1583,13341.034
000755.SZ,3.28,3.32,3.24,3.25,-0.01,-0.3067,8132.438
000756.SZ,9.21,9.6,9.21,9.6,0.87,9.9656,142482.429
000757.SZ,3.9,4.1,3.88,3.98,0.08,2.0513,32132.591
000758.SZ,5.02,5.11,4.99,5.0,0.01,0.2004,141131.015
000759.SZ,5.51,5.52,5.46,5.47,-0.04,-0.726,7071.929
000761.SZ,4.17,4.23,4.07,4.16,0.03,0.7264,108751.608
000762.SZ,14.2,15.05,13.98,14.52,0.42,2.9787,504312.28
000766.SZ,4.09,4.22,4.07,4.08,-0.02,-0.4878,37006.822
000767.SZ,3.38,3.39,3.29,3.3,-0.08,-2.3669,151114.752
000768.SZ,25.16,25.65,25.07,25.1,-0.01,-0.0398,471553.538
000776.SZ,14.9,14.98,14.6,14.61,-0.29,-1.9463,554176.23
000777.SZ,11.53,11.53,11.28,11.39,-0.15,-1.2998,46887.281
000778.SZ,4.29,4.31,4.17,4.17,-0.1,-2.3419,208971.152
000779.SZ,9.99,10.22,9.88,9.96,-0.14,-1.3861,20459.417
000780.SZ,4.24,4.42,4.24,4.29,0.07,1.6588,17035.608
000782.SZ,3.48,3.5,3.43,3.43,-0.03,-0.8671,14860.152
000783.SZ,7.29,7.4,7.16,7.19,-0.12,-1.6416,194068.471
000785.SZ,7.0,7.05,6.97,7.02,0.01,0.1427,5745.199
000786.SZ,45.33,47.58,45.33,45.71,0.4,0.8828,721152.705
000788.SZ,7.39,7.48,7.22,7.32,0.02,0.274,87469.383
000789.SZ,13.73,13.73,13.4,13.45,-0.32,-2.3239,157887.281
000790.SZ,5.22,5.56,5.19,5.28,0.08,1.5385,196496.216
000791.SZ,4.33,4.37,4.28,4.34,-0.03,-0.6865,52533.578
000793.SZ,2.47,2.47,2.38,2.39,-0.11,-4.4,289331.266
000795.SZ,5.24,5.32,5.22,5.23,0.02,0.3839,38623.07
000796.SZ,10.02,10.28,9.93,10.04,-0.07,-0.6924,115978.509
000797.SZ,3.23,3.23,3.13,3.16,-0.07,-2.1672,30361.193
000798.SZ,8.65,8.9,8.49,8.76,-0.05,-0.5675,88599.588
000799.SZ,190.9,198.98,190.9,192.71,0.19,0.0987,1783153.055
000800.SZ,11.08,11.16,10.95,10.99,-0.09,-0.8123,103633.636
000801.SZ,6.22,6.24,6.05,6.06,-0.1,-1.6234,62685.178
000802.SZ,5.63,5.65,5.5,5.5,-0.15,-2.6549,52501.81
000803.SZ,11.6,11.6,11.4,11.59,-0.04,-0.3439,12983.543
000806.SZ,2.15,2.23,2.14,2.23,0.11,5.1887,22824.086
000807.SZ,11.49,12.46,11.25,12.09,0.76,6.7079,2484406.499
000809.SZ,1.87,1.89,1.86,1.87,0.0,0.0,10060.527
000810.SZ,8.51,8.55,8.33,8.38,-0.26,-3.0093,121812.468
000811.SZ,7.97,8.09,7.78,7.91,-0.06,-0.7528,110201.895
000812.SZ,4.33,4.48,4.21,4.47,0.14,3.2333,246547.828
000813.SZ,4.67,4.76,4.6,4.68,0.0,0.0,149034.413
000815.SZ,5.01,5.01,4.88,4.91,-0.05,-1.0081,19817.752
000816.SZ,3.16,3.18,3.13,3.13,-0.06,-1.8809,92701.239
000818.SZ,23.65,23.76,22.11,22.21,-1.05,-4.5142,492225.983
000819.SZ,6.23,6.25,6.17,6.18,-0.05,-0.8026,6300.752
000820.SZ,3.26,3.32,3.1,3.32,0.16,5.0633,83467.788
000821.SZ,7.26,7.96,7.22,7.96,0.72,9.9448,161818.982
000822.SZ,5.55,5.67,5.46,5.51,-0.07,-1.2545,88715.171
000823.SZ,10.61,10.72,10.5,10.52,-0.05,-0.473,74862.148
000825.SZ,6.1,6.32,6.0,6.05,0.13,2.1959,1202135.395
000826.SZ,5.81,5.84,5.7,5.72,-0.12,-2.0548,40261.529
000828.SZ,10.32,10.32,10.1,10.1,-0.28,-2.6975,94987.578
000829.SZ,5.71,6.28,5.68,6.28,0.57,9.9825,100495.434
000830.SZ,15.28,15.81,15.25,15.56,0.23,1.5003,670298.458
000831.SZ,17.08,17.4,16.98,17.04,-0.1,-0.5834,535941.285
000833.SZ,4.68,4.78,4.58,4.59,0.02,0.4376,28506.977
000835.SZ,1.81,1.85,1.81,1.83,0.02,1.105,5093.893
000836.SZ,2.33,2.35,2.28,2.29,-0.04,-1.7167,19680.782
000837.SZ,7.99,8.1,7.82,7.9,-0.1,-1.25,62210.329
000838.SZ,2.7,2.86,2.7,2.83,0.1,3.663,26497.461
000839.SZ,2.05,2.06,2.04,2.04,-0.01,-0.4878,29695.029
000848.SZ,6.63,6.64,6.45,6.49,-0.12,-1.8154,61755.518
000850.SZ,3.79,3.82,3.77,3.79,0.01,0.2646,30156.825
000851.SZ,6.16,6.27,6.07,6.07,-0.12,-1.9386,83267.208
000852.SZ,4.36,4.43,4.34,4.35,0.0,0.0,11058.141
000856.SZ,6.92,6.93,6.68,6.71,-0.22,-3.1746,23131.123
000858.SZ,283.0,285.89,274.86,275.0,-5.0,-1.7857,5710005.243
000859.SZ,5.24,5.38,5.2,5.29,0.05,0.9542,49676.647
000860.SZ,50.4,50.67,48.88,49.1,-1.58,-3.1176,361142.545
000861.SZ,2.32,2.32,2.26,2.29,0.0,0.0,64295.985
000862.SZ,5.52,5.67,5.44,5.48,-0.18,-3.1802,281528.092
000863.SZ,4.22,4.45,4.19,4.27,0.15,3.6408,54644.224
000868.SZ,4.59,4.78,4.36,4.38,-0.26,-5.6034,315400.946
000869.SZ,34.99,35.08,34.32,34.63,-0.29,-0.8305,161021.631
000875.SZ,4.54,4.59,4.46,4.55,0.01,0.2203,141513.932
000876.SZ,17.68,17.73,17.1,17.14,-0.54,-3.0543,518751.883
000877.SZ,15.8,16.05,15.63,15.83,0.03,0.1899,317801.857
000878.SZ,14.36,14.76,14.36,14.49,0.31,2.1862,716298.625
000880.SZ,9.37,9.59,9.37,9.54,0.1,1.0593,34828.046
000881.SZ,11.92,12.33,11.81,12.18,0.23,1.9247,181765.39
000882.SZ,1.8,1.83,1.79,1.79,-0.01,-0.5556,21418.607
000883.SZ,4.81,4.92,4.77,4.82,-0.07,-1.4315,338084.503
000885.SZ,10.31,10.31,10.11,10.17,-0.16,-1.5489,37850.773
000886.SZ,4.69,4.76,4.69,4.7,0.01,0.2132,26873.47
000887.SZ,10.94,11.0,10.66,10.68,-0.23,-2.1082,134916.609
000888.SZ,6.7,6.8,6.55,6.57,-0.16,-2.3774,87046.755
000889.SZ,6.15,6.22,6.04,6.1,-0.01,-0.1637,36340.952
