ts_code,open,high,low,close,change,pct_chg,amount
002384.SZ,18.09,18.1,17.08,17.37,-0.71,-3.927,800768.485
002385.SZ,8.01,8.14,7.96,8.0,-0.06,-0.7444,382141.255
002386.SZ,6.13,6.19,6.06,6.17,0.08,1.3136,78903.557
002387.SZ,9.56,9.64,9.36,9.4,-0.24,-2.4896,86082.017
002388.SZ,5.04,5.11,4.88,4.98,-0.1,-1.9685,22916.893
002389.SZ,20.01,20.1,19.53,19.66,-0.5,-2.4802,237490.193
002390.SZ,9.43,9.7,9.4,9.56,0.08,0.8439,105549.485
002391.SZ,7.0,7.04,6.9,6.9,-0.13,-1.8492,22278.215
002392.SZ,4.31,4.34,4.2,4.25,-0.08,-1.8476,34346.79
002393.SZ,18.33,18.83,18.13,18.83,0.53,2.8962,26279.238
002394.SZ,8.68,8.7,8.55,8.59,-0.08,-0.9227,16032.999
002395.SZ,12.0,12.45,12.0,12.18,0.1,0.8278,15184.004
002396.SZ,20.19,20.2,19.84,19.95,-0.17,-0.8449,97430.852
002397.SZ,3.97,4.08,3.96,4.05,0.06,1.5038,44372.819
002398.SZ,7.73,7.77,7.66,7.73,-0.03,-0.3866,13599.635
002399.SZ,17.35,17.93,17.31,17.78,0.13,0.7365,108846.448
002400.SZ,5.03,5.12,4.9,4.95,-0.19,-3.6965,426069.422
002401.SZ,12.1,12.12,11.88,11.98,-0.09,-0.7457,19448.546
002402.SZ,20.84,20.98,20.25,20.72,-0.31,-1.4741,362684.304
002403.SZ,7.77,7.83,7.65,7.8,-0.02,-0.2558,18749.957
002404.SZ,7.19,7.19,6.97,7.03,-0.14,-1.9526,71844.331
002405.SZ,14.71,14.8,14.29,14.39,-0.31,-2.1088,464273.372
002406.SZ,6.42,6.43,6.19,6.28,-0.14,-2.1807,44470.031
002407.SZ,23.0,23.45,22.25,23.02,-0.04,-0.1735,1116147.66
002408.SZ,9.41,9.56,9.26,9.46,0.06,0.6383,273792.131
002409.SZ,58.59,58.99,56.8,58.0,-0.5,-0.8547,199850.525
002410.SZ,67.18,71.47,67.18,70.99,3.9,5.8131,673159.14
002411.SZ,4.76,4.84,4.67,4.82,0.01,0.2079,122583.283
002412.SZ,5.77,5.82,5.65,5.81,0.03,0.519,18163.603
002413.SZ,6.68,6.81,6.48,6.58,-0.18,-2.6627,249838.728
002414.SZ,34.36,34.36,33.65,33.85,-0.35,-1.0234,163969.943
002415.SZ,63.3,63.3,61.4,62.52,-1.48,-2.3125,2178051.692
002416.SZ,8.55,8.62,7.95,8.09,-0.45,-5.2693,295890.967
002417.SZ,6.16,6.23,6.03,6.21,0.05,0.8117,24433.521
002418.SZ,1.92,1.93,1.84,1.86,-0.07,-3.6269,40621.881
002419.SZ,6.96,7.1,6.83,6.92,-0.03,-0.4317,96004.053
002420.SZ,4.56,4.66,4.55,4.58,-0.03,-0.6508,10958.755
002421.SZ,3.66,3.69,3.61,3.64,-0.01,-0.274,45193.835
002422.SZ,20.65,21.23,20.48,21.16,0.56,2.7184,421773.723
002423.SZ,8.69,8.78,8.57,8.63,-0.07,-0.8046,19487.829
002424.SZ,8.2,8.27,8.1,8.24,0.01,0.1215,108026.839
002425.SZ,8.76,8.88,8.41,8.51,-0.23,-2.6316,355949.952
002426.SZ,2.16,2.17,2.08,2.11,-0.06,-2.765,107651.91
002427.SZ,6.28,6.3,6.03,6.12,-0.09,-1.4493,5681.146
002428.SZ,10.36,10.55,10.13,10.28,-0.16,-1.5326,156514.824
002429.SZ,5.63,5.67,5.55,5.65,0.0,0.0,111797.604
002430.SZ,33.15,33.8,32.71,33.49,1.07,3.3004,424338.334
002431.SZ,3.16,3.2,3.12,3.14,-0.01,-0.3175,19335.401
002432.SZ,9.18,9.65,9.06,9.56,0.39,4.253,226690.566
002433.SZ,3.55,3.89,3.42,3.89,0.35,9.887,120239.019
002434.SZ,7.97,8.02,7.79,7.83,-0.08,-1.0114,46465.301
002435.SZ,6.55,7.71,6.31,7.71,0.7,9.9857,1143555.019
002436.SZ,9.47,9.49,9.2,9.22,-0.24,-2.537,127396.979
002437.SZ,2.66,2.74,2.62,2.73,0.04,1.487,94184.791
002438.SZ,13.21,13.22,12.67,12.85,-0.37,-2.7988,115348.706
002439.SZ,31.53,32.26,31.18,31.92,0.31,0.9807,420903.231
002440.SZ,9.49,9.58,9.41,9.48,0.0,0.0,30985.577
002441.SZ,7.35,7.35,7.16,7.22,-0.16,-2.168,19740.955
002442.SZ,5.64,5.64,5.31,5.47,-0.23,-4.0351,193620.872
002443.SZ,6.9,6.96,6.61,6.68,-0.26,-3.7464,103072.94
002444.SZ,36.3,37.73,36.1,37.65,1.57,4.3514,497141.062
002445.SZ,2.11,2.13,2.05,2.07,-0.04,-1.8957,29663.428
002446.SZ,6.02,6.04,5.82,5.89,-0.09,-1.505,91271.685
002447.SZ,1.99,2.0,1.96,1.96,-0.1,-4.8544,29125.137
002448.SZ,5.51,5.73,5.36,5.44,-0.08,-1.4493,117901.458
002449.SZ,9.24,9.32,9.08,9.15,-0.05,-0.5435,150203.493
002450.SZ,1.22,1.22,1.22,1.22,-0.14,-10.2941,1473.394
002451.SZ,6.16,6.16,6.05,6.09,-0.07,-1.1364,11248.248
002452.SZ,5.55,5.63,5.55,5.58,-0.05,-0.8881,28641.845
002453.SZ,5.86,5.92,5.72,5.75,-0.06,-1.0327,55377.345
002454.SZ,5.48,5.5,5.34,5.37,-0.14,-2.5408,22981.001
002455.SZ,6.31,6.65,6.31,6.55,0.13,2.0249,273124.619
002456.SZ,9.1,9.11,8.61,8.68,-0.36,-3.9823,972689.002
002457.SZ,7.86,8.05,7.85,8.04,0.15,1.9011,34747.42
002458.SZ,10.06,10.3,10.06,10.09,0.02,0.1986,55281.577
002459.SZ,27.8,27.88,26.8,27.62,-0.08,-0.2888,301123.528
002460.SZ,97.77,98.9,94.3,96.49,-1.45,-1.4805,2610661.987
002461.SZ,11.18,11.41,11.07,11.14,-0.07,-0.6244,193081.533
002462.SZ,14.05,14.14,13.92,14.11,0.12,0.8578,25985.499
002463.SZ,15.33,15.33,14.66,14.75,-0.59,-3.8462,340457.252
002464.SZ,2.31,2.31,2.31,2.31,-0.12,-4.9383,1600.368
002465.SZ,9.78,9.84,9.63,9.65,-0.13,-1.3292,146372.848
002466.SZ,40.8,41.26,39.11,40.75,-0.2,-0.4884,2236207.073
002467.SZ,4.77,4.79,4.6,4.63,-0.15,-3.1381,69171.116
002468.SZ,8.78,8.8,8.56,8.62,-0.16,-1.8223,72251.844
002469.SZ,6.09,6.13,5.94,6.0,-0.11,-1.8003,39677.841
002470.SZ,1.57,1.59,1.53,1.54,-0.01,-0.6452,37615.686
002471.SZ,2.41,2.42,2.38,2.39,-0.04,-1.6461,24878.234
002472.SZ,11.5,12.08,11.3,12.02,0.46,3.9792,204774.594
002473.SZ,4.68,4.88,4.64,4.79,0.05,1.0549,4310.509
002474.SZ,5.79,5.89,5.69,5.85,0.07,1.2111,63033.932
002475.SZ,36.2,38.43,35.41,38.4,2.07,5.6978,4653232.53
002476.SZ,3.91,3.91,3.82,3.84,-0.07,-1.7903,9166.114
002478.SZ,4.09,4.14,4.0,4.11,0.02,0.489,16055.687
002479.SZ,6.17,6.23,6.06,6.16,-0.02,-0.3236,42063.264
002480.SZ,4.45,4.59,4.43,4.54,0.04,0.8889,15830.56
002481.SZ,12.47,12.78,12.3,12.53,-0.26,-2.0328,124751.346
002482.SZ,2.61,2.62,2.53,2.58,-0.01,-0.3861,14245.915
002483.SZ,5.05,5.11,4.9,4.95,-0.1,-1.9802,42189.081
002484.SZ,13.8,13.92,13.45,13.68,-0.05,-0.3642,103346.039
002485.SZ,4.65,4.69,4.56,4.59,-0.05,-1.0776,9114.173
002486.SZ,3.04,3.1,2.99,3.08,0.03,0.9836,35616.193
002487.SZ,8.32,8.41,8.24,8.36,0.01,0.1198,53651.317
002488.SZ,6.83,6.85,6.65,6.69,-0.16,-2.3358,49539.568
002489.SZ,3.56,3.57,3.52,3.54,-0.02,-0.5618,14827.159
002490.SZ,4.01,4.07,3.9,4.01,-0.01,-0.2488,32502.567
002491.SZ,3.87,3.88,3.81,3.84,-0.05,-1.2853,22019.346
002492.SZ,5.98,6.0,5.6,5.6,-0.38,-6.3545,175623.579
002493.SZ,28.6,29.19,28.3,28.6,-0.2,-0.6944,614650.826
002494.SZ,3.55,3.6,3.48,3.55,0.0,0.0,11377.797
002495.SZ,2.26,2.27,2.24,2.26,-0.01,-0.4405,11959.677
002496.SZ,2.55,2.55,2.41,2.46,-0.08,-3.1496,24404.62
002497.SZ,18.85,19.2,18.45,19.2,0.47,2.5093,905081.031
002498.SZ,3.77,3.77,3.7,3.73,-0.03,-0.7979,31283.729
002499.SZ,5.85,5.85,5.55,5.65,-0.06,-1.0508,3135.348
002500.SZ,6.67,6.74,6.64,6.68,0.01,0.1499,74834.965
002501.SZ,3.35,3.52,3.31,3.47,0.12,3.5821,56008.602
002502.SZ,3.04,3.04,2.9,2.95,-0.08,-2.6403,20269.269
002503.SZ,1.73,1.8,1.68,1.79,0.05,2.8736,202369.598
002504.SZ,1.72,1.72,1.72,1.72,-0.09,-4.9724,1741.156
002505.SZ,2.34,2.36,2.32,2.35,0.01,0.4274,43595.871
002506.SZ,3.14,3.14,3.06,3.07,-0.07,-2.2293,149655.937
002507.SZ,39.61,40.2,39.61,40.19,0.39,0.9799,201506.06
002508.SZ,35.05,35.1,33.7,34.2,-0.94,-2.675,336865.803
002510.SZ,4.06,4.3,4.0,4.15,0.1,2.4691,133875.665
002511.SZ,29.67,30.09,29.38,30.03,0.34,1.1452,266637.907
002512.SZ,3.81,3.94,3.73,3.77,-0.2,-5.0378,119664.508
002513.SZ,4.55,4.55,4.4,4.44,-0.13,-2.8446,3282.254
002514.SZ,3.87,3.87,3.71,3.74,-0.12,-3.1088,22608.256
002515.SZ,4.92,4.92,4.84,4.88,-0.05,-1.0142,31000.543
002516.SZ,3.21,3.22,3.1,3.12,-0.1,-3.1056,25986.492
002517.SZ,4.57,4.63,4.47,4.55,-0.05,-1.087,54379.534
002518.SZ,13.0,13.39,12.97,13.12,-0.14,-1.0558,94413.477
002519.SZ,3.88,3.92,3.83,3.89,-0.01,-0.2564,24884.34
002520.SZ,5.71,5.92,5.66,5.84,0.13,2.2767,48735.868
002521.SZ,6.63,6.73,6.58,6.69,-0.01,-0.1493,66338.518
002522.SZ,5.72,5.74,5.55,5.62,-0.07,-1.2302,35727.664
002523.SZ,2.43,2.43,2.35,2.38,-0.04,-1.6529,12505.259
002524.SZ,12.8,13.15,12.62,13.03,0.23,1.7969,295767.08
002526.SZ,2.12,2.12,2.09,2.1,-0.02,-0.9434,21964.611
002527.SZ,6.35,6.42,6.19,6.29,-0.06,-0.9449,50092.013
002528.SZ,3.51,3.54,3.43,3.51,-0.02,-0.5666,15236.759
002529.SZ,6.51,6.58,6.22,6.33,-0.22,-3.3588,22385.575
002530.SZ,8.19,8.19,7.7,8.02,-0.21,-2.5516,59024.926
002531.SZ,8.92,9.03,8.66,8.89,-0.01,-0.1124,395934.119
002532.SZ,10.63,10.86,10.31,10.54,-0.03,-0.2838,469444.619
002533.SZ,5.45,5.53,5.37,5.51,0.06,1.1009,28986.553
002534.SZ,14.84,15.28,13.71,14.97,-0.26,-1.7072,158963.897
002535.SZ,1.85,1.85,1.76,1.78,-0.07,-3.7838,20577.939
002536.SZ,5.8,6.2,5.79,6.1,0.27,4.6312,122697.501
002537.SZ,5.84,6.41,5.83,6.41,0.58,9.9485,380793.645
002538.SZ,6.27,6.28,6.1,6.19,-0.11,-1.746,70342.155
002539.SZ,9.98,10.02,9.68,9.86,-0.13,-1.3013,133018.835
002540.SZ,5.07,5.13,5.02,5.06,0.0,0.0,38840.415
002541.SZ,53.25,53.8,51.84,52.3,-0.64,-1.2089,222750.419
002542.SZ,3.0,3.01,2.91,2.92,-0.06,-2.0134,64958.873
002543.SZ,8.05,8.06,8.0,8.06,0.0,0.0,12031.892
002544.SZ,13.0,13.06,12.64,12.74,-0.27,-2.0753,56707.212
002545.SZ,7.04,7.05,6.96,6.99,-0.05,-0.7102,24942.176
002546.SZ,3.85,3.85,3.77,3.81,-0.02,-0.5222,16378.83
002547.SZ,3.5,3.52,3.38,3.44,-0.06,-1.7143,33197.319
002548.SZ,6.86,6.88,6.71,6.76,-0.1,-1.4577,40211.298
002549.SZ,8.31,8.39,7.91,8.05,-0.39,-4.6209,135780.326
002550.SZ,4.13,4.27,4.12,4.25,0.08,1.9185,46110.171
002551.SZ,5.89,5.91,5.64,5.83,-0.09,-1.5203,147303.011
002552.SZ,12.3,12.36,12.13,12.16,-0.16,-1.2987,9016.883
002553.SZ,10.3,10.86,10.3,10.72,0.5,4.8924,192736.856
002554.SZ,2.7,2.72,2.65,2.66,-0.06,-2.2059,91032.274
002555.SZ,21.85,22.2,21.7,22.08,0.08,0.3636,383316.544
002556.SZ,9.61,9.71,9.51,9.58,0.04,0.4193,59078.697
002557.SZ,52.34,53.9,51.9,53.81,1.6,3.0645,219573.439
002558.SZ,14.08,14.16,13.37,13.45,-0.66,-4.6775,139896.931
002559.SZ,6.25,6.26,6.04,6.1,-0.01,-0.1637,34483.169
002560.SZ,6.65,6.91,6.46,6.82,0.17,2.5564,46914.384
002561.SZ,7.16,7.21,7.06,7.2,0.06,0.8403,9639.671
002562.SZ,5.1,5.3,5.05,5.26,0.08,1.5444,117062.02
002563.SZ,11.42,11.67,11.39,11.55,0.13,1.1384,109413.246
002564.SZ,3.5,3.5,3.36,3.38,-0.15,-4.2493,53678.074
002565.SZ,4.19,4.23,4.14,4.16,-0.09,-2.1176,49171.489
002566.SZ,7.11,7.44,6.97,7.3,0.14,1.9553,70978.988
002567.SZ,7.25,7.26,7.08,7.12,-0.1,-1.385,63263.3
002568.SZ,122.5,124.3,119.95,124.12,2.65,2.1816,305233.436
002569.SZ,8.62,8.62,8.45,8.46,-0.21,-2.4221,4065.596
002570.SZ,5.19,5.45,4.9,5.34,0.11,2.1033,760327.581
002571.SZ,8.13,8.2,7.6,8.04,-0.21,-2.5455,167096.535
002572.SZ,30.6,31.06,30.2,30.58,0.01,0.0327,196742.353
002573.SZ,5.28,5.29,5.07,5.11,-0.19,-3.5849,37535.358
002574.SZ,4.04,4.07,3.92,4.0,-0.05,-1.2346,11478.327
002575.SZ,4.11,4.37,4.07,4.3,0.07,1.6548,36096.224
002576.SZ,10.93,11.06,10.72,10.98,0.05,0.4575,24496.142
002577.SZ,10.66,10.89,10.41,10.8,0.18,1.6949,34065.69
002578.SZ,3.73,3.81,3.66,3.7,0.0,0.0,83379.588
002579.SZ,11.94,11.97,11.5,11.63,-0.29,-2.4329,40734.048
002580.SZ,6.44,6.45,5.96,6.02,-0.45,-6.9552,198909.046
002581.SZ,12.83,12.83,12.83,12.83,1.17,10.0343,50217.697
002582.SZ,11.81,11.87,11.52,11.75,-0.13,-1.0943,61249.427
002583.SZ,5.18,5.2,5.1,5.15,-0.03,-0.5792,44337.655
002584.SZ,5.97,6.59,5.8,6.59,0.6,10.0167,233280.95
002585.SZ,14.28,14.3,13.71,14.1,0.1,0.7143,615107.308
002586.SZ,2.66,2.66,2.52,2.54,-0.1,-3.7879,10845.151
002587.SZ,4.95,5.07,4.7,4.7,-0.52,-9.9617,186919.882
002588.SZ,5.13,5.13,5.05,5.12,-0.01,-0.1949,43233.373
002589.SZ,4.41,4.42,4.34,4.39,-0.02,-0.4535,43836.275
002590.SZ,7.61,7.77,7.13,7.26,-0.4,-5.2219,139254.465
002591.SZ,5.67,5.75,5.59,5.6,-0.19,-3.2815,27347.897
002592.SZ,4.5,4.62,4.4,4.4,-0.23,-4.9676,41970.242
002593.SZ,3.52,3.57,3.49,3.54,0.03,0.8547,14051.874
002594.SZ,166.0,167.4,163.4,164.94,-2.56,-1.5284,4211994.738
002595.SZ,30.44,31.2,30.35,30.6,-0.06,-0.1957,47686.247
002596.SZ,5.32,5.37,5.26,5.29,0.03,0.5703,80617.171
002597.SZ,32.64,33.05,31.8,32.23,-0.5,-1.5277,164908.451
002598.SZ,6.19,6.29,6.15,6.23,0.03,0.4839,10259.408
002599.SZ,3.99,4.14,3.83,4.13,0.18,4.557,27715.158
002600.SZ,8.57,8.61,8.32,8.6,-0.02,-0.232,531957.639
002601.SZ,33.5,34.16,32.89,34.04,0.32,0.949,1320286.025
002602.SZ,6.94,7.04,6.92,6.93,-0.04,-0.5739,193795.074
002603.SZ,26.88,27.51,26.72,27.38,0.35,1.2949,366937.532
002605.SZ,21.73,22.16,21.66,22.06,0.34,1.5654,37423.584
002606.SZ,7.23,7.31,7.08,7.15,-0.15,-2.0548,41624.687
002607.SZ,26.27,26.35,25.25,25.66,-0.59,-2.2476,372674.035
002608.SZ,6.38,6.44,6.36,6.41,0.03,0.4702,12920.311
002609.SZ,10.26,10.54,10.04,10.07,-0.17,-1.6602,89150.019
002610.SZ,2.47,2.47,2.37,2.4,-0.08,-3.2258,235925.068
002611.SZ,4.36,4.42,4.33,4.35,-0.02,-0.4577,36553.655
002612.SZ,45.01,50.15,45.01,50.15,4.56,10.0022,2276053.348
002613.SZ,3.2,3.21,3.12,3.14,-0.07,-2.1807,12885.908
002614.SZ,16.89,17.22,16.52,17.21,0.57,3.4255,169930.44
002615.SZ,4.17,4.17,4.03,4.09,-0.02,-0.4866,8203.372
002616.SZ,7.08,7.1,6.94,7.02,-0.1,-1.4045,17129.697
002617.SZ,6.92,7.0,6.81,6.91,-0.08,-1.1445,139654.028
002618.SZ,4.68,4.68,4.68,4.68,-0.52,-10.0,28798.38
002619.SZ,1.58,1.58,1.5,1.52,-0.07,-4.4025,96080.363
002620.SZ,5.8,5.84,5.71,5.77,-0.07,-1.1986,23065.569
002621.SZ,5.56,5.91,5.42,5.83,0.17,3.0035,57377.346
002622.SZ,2.17,2.21,2.14,2.2,0.03,1.3825,24673.019
002623.SZ,30.85,30.86,29.9,30.08,-0.78,-2.5275,61209.597
002624.SZ,21.31,22.1,20.95,21.1,-0.19,-0.8924,540138.11
002625.SZ,19.72,20.12,19.38,19.4,-0.41,-2.0697,338906.039
002626.SZ,36.41,38.05,36.12,37.66,1.29,3.5469,389227.076
002627.SZ,5.42,5.43,5.36,5.42,-0.03,-0.5505,15564.58
002628.SZ,3.53,3.56,3.52,3.55,0.02,0.5666,13161.766
002629.SZ,1.94,1.95,1.86,1.86,-0.1,-5.102,13678.352
002630.SZ,2.87,3.01,2.87,2.87,-0.32,-10.0313,457648.846
002631.SZ,6.03,6.04,5.85,5.97,-0.05,-0.8306,14824.168
002632.SZ,6.26,6.28,6.08,6.14,-0.12,-1.9169,21187.235
002633.SZ,6.77,6.78,6.45,6.5,-0.28,-4.1298,6481.414
002634.SZ,7.02,7.1,6.7,6.93,-0.43,-5.8424,102266.521
002635.SZ,13.7,13.77,13.46,13.55,-0.2,-1.4545,61765.547
002636.SZ,14.87,15.64,14.17,15.57,0.66,4.4266,459991.206
002637.SZ,14.8,14.84,14.3,14.68,-0.08,-0.542,75106.866
002638.SZ,2.02,2.06,1.93,1.93,-0.1,-4.9261,66266.019
002639.SZ,7.58,7.59,7.0,7.07,-0.66,-8.5382,609226.142
002640.SZ,4.01,4.04,3.93,3.97,-0.07,-1.7327,114699.82
002641.SZ,6.85,7.04,6.76,6.89,0.04,0.5839,67469.048
002642.SZ,4.24,4.34,4.22,4.27,0.02,0.4706,43873.107
002643.SZ,17.38,17.48,17.03,17.12,-0.27,-1.5526,75999.445
002644.SZ,7.29,7.34,7.13,7.21,-0.08,-1.0974,16850.164
002645.SZ,14.58,15.14,14.33,14.97,0.28,1.9061,221905.908
002646.SZ,15.98,16.1,15.13,15.4,-0.47,-2.9616,306828.333
002647.SZ,13.5,13.5,12.58,12.84,-0.86,-6.2774,871345.668
002648.SZ,39.79,39.87,38.67,38.99,-0.88,-2.2072,371900.796
002649.SZ,9.81,9.82,9.54,9.69,-0.04,-0.4111,83319.562
002650.SZ,6.03,6.06,5.75,5.9,-0.15,-2.4793,54596.259
002651.SZ,9.43,9.48,9.25,9.45,-0.01,-0.1057,27247.627
002652.SZ,3.51,3.56,3.4,3.54,0.03,0.8547,13590.459
002653.SZ,26.32,26.87,26.3,26.7,0.41,1.5595,62785.093
002654.SZ,3.69,3.76,3.54,3.58,-0.09,-2.4523,45702.621
002655.SZ,6.98,7.04,6.72,6.82,-0.22,-3.125,64718.759
002656.SZ,1.6,1.61,1.57,1.59,0.0,0.0,5138.654
002657.SZ,10.92,10.98,10.63,10.76,-0.2,-1.8248,40068.415
002658.SZ,8.63,8.72,8.32,8.52,-0.12,-1.3889,154981.562
002659.SZ,4.23,4.25,4.09,4.17,-0.08,-1.8824,46351.77
002660.SZ,6.84,6.84,6.71,6.79,-0.06,-0.8759,14955.053
002661.SZ,15.11,15.11,14.75,14.77,-0.35,-2.3148,62060.308
002662.SZ,3.35,3.46,3.33,3.43,0.07,2.0833,79702.337
002663.SZ,1.74,1.76,1.7,1.74,0.01,0.578,21727.757
002664.SZ,14.04,14.13,13.38,13.54,-0.28,-2.026,78618.199
002665.SZ,2.38,2.44,2.32,2.34,-0.1,-4.0984,342907.398
002666.SZ,5.07,5.07,4.92,5.01,-0.06,-1.1834,38896.735
002667.SZ,8.83,8.88,8.69,8.86,0.05,0.5675,25785.653
002668.SZ,5.14,5.15,5.02,5.07,-0.07,-1.3619,81583.949
002669.SZ,13.21,13.21,12.68,12.73,-0.42,-3.1939,61457.452
002670.SZ,10.47,10.85,10.32,10.72,0.27,2.5837,481125.878
002671.SZ,4.19,4.24,4.16,4.18,-0.03,-0.7126,4617.809
002672.SZ,7.7,7.72,7.54,7.68,-0.05,-0.6468,26205.328
002673.SZ,8.39,8.44,8.3,8.41,0.02,0.2384,107176.736
002674.SZ,12.24,12.5,12.15,12.39,0.14,1.1429,18739.176
002675.SZ,18.69,18.95,18.61,18.93,0.21,1.1218,37894.151
002676.SZ,3.22,3.26,3.16,3.17,-0.06,-1.8576,15152.721
002677.SZ,21.5,21.92,21.31,21.73,0.12,0.5553,99723.999
002678.SZ,6.66,6.78,6.6,6.76,0.08,1.1976,7498.52
002679.SZ,10.98,11.06,10.67,10.75,0.01,0.0931,43704.673
002681.SZ,4.65,4.68,4.43,4.46,-0.19,-4.086,92500.557
002682.SZ,3.2,3.22,3.09,3.14,-0.06,-1.875,29328.1
002683.SZ,30.16,30.21,29.38,29.39,-0.91,-3.0033,185673.971
002684.SZ,2.04,2.14,1.97,2.14,0.1,4.902,27320.689
002685.SZ,3.93,3.93,3.8,3.84,-0.09,-2.2901,20434.874
002686.SZ,5.35,5.5,5.3,5.43,0.06,1.1173,9127.658
002687.SZ,5.83,6.09,5.78,5.99,0.17,2.921,65576.569
002688.SZ,6.38,6.41,6.2,6.28,-0.11,-1.7214,91616.575
002689.SZ,3.08,3.09,3.05,3.09,0.0,0.0,13192.779
002690.SZ,46.0,46.99,45.85,46.62,0.53,1.1499,66084.774
002691.SZ,4.15,4.15,4.03,4.1,-0.05,-1.2048,10898.705
002692.SZ,2.93,2.94,2.86,2.93,0.0,0.0,3683.139
002693.SZ,4.5,4.85,4.36,4.72,0.24,5.3571,89676.402
002694.SZ,2.37,2.37,2.29,2.31,-0.06,-2.5316,17018.849
002695.SZ,18.68,18.95,18.41,18.94,0.27,1.4462,54914.367
002696.SZ,5.31,5.32,5.15,5.24,-0.09,-1.6886,29431.83
002697.SZ,6.0,6.0,5.93,5.97,-0.04,-0.6656,46826.125
002698.SZ,13.54,13.73,13.39,13.66,0.0,0.0,48864.124
002699.SZ,5.12,5.36,5.04,5.34,0.1,1.9084,113764.48
002700.SZ,3.86,4.0,3.86,3.88,-0.18,-4.4335,16249.901
002701.SZ,5.64,5.78,5.59,5.66,0.03,0.5329,249066.252
002702.SZ,7.05,7.06,6.75,6.84,-0.26,-3.662,62260.138
002703.SZ,5.33,5.42,5.13,5.17,-0.17,-3.1835,57141.554
002705.SZ,34.83,35.33,34.4,34.49,-0.27,-0.7768,136961.314
002706.SZ,23.64,25.58,23.39,24.9,0.91,3.7932,276918.049
002707.SZ,5.9,5.99,5.6,5.67,-0.34,-5.6572,172541.985
002708.SZ,6.19,6.21,6.06,6.13,-0.06,-0.9693,13909.683
002709.SZ,62.01,64.8,59.92,62.47,1.01,1.6433,1624095.306
002712.SZ,4.7,4.83,4.68,4.8,0.09,1.9108,30628.936
002713.SZ,6.96,6.96,6.72,6.83,-0.06,-0.8708,9933.732
002714.SZ,106.98,108.12,103.3,105.01,-1.96,-1.8323,1502767.309
002715.SZ,15.65,15.65,14.9,14.99,-0.68,-4.3395,12954.278
002716.SZ,2.46,2.49,2.45,2.47,0.01,0.4065,16321.304
002717.SZ,2.94,2.94,2.87,2.92,0.0,0.0,26935.865
002718.SZ,14.85,15.05,14.55,14.89,-0.06,-0.4013,12274.541
002719.SZ,9.17,9.17,8.8,8.9,-0.29,-3.1556,14132.548
002721.SZ,2.86,2.87,2.7,2.72,-0.14,-4.8951,30122.438
002722.SZ,10.92,11.14,10.65,10.85,-0.2,-1.81,10806.543
002723.SZ,16.45,16.65,15.67,16.33,-0.4,-2.3909,51960.476
002724.SZ,9.99,10.13,9.77,10.11,0.13,1.3026,46676.75
002725.SZ,7.09,7.27,7.06,7.1,-0.08,-1.1142,13361.844
002726.SZ,11.63,11.94,11.41,11.88,0.27,2.3256,143327.63
002727.SZ,42.0,43.27,42.0,42.76,0.21,0.4935,131315.156
002728.SZ,12.52,12.91,12.2,12.71,-0.6,-4.5079,146651.942
002729.SZ,45.0,45.0,41.0,42.53,-0.35,-0.8162,14598.362
002730.SZ,16.84,17.15,16.61,16.79,-0.05,-0.2969,38960.84
002731.SZ,6.12,6.15,6.07,6.12,0.02,0.3279,7241.543
002732.SZ,22.92,23.15,22.3,22.84,-0.08,-0.349,36532.6
002733.SZ,15.68,15.75,15.2,15.29,-0.55,-3.4722,97006.736
002734.SZ,12.44,12.44,12.21,12.39,-0.14,-1.1173,29642.748
002735.SZ,33.33,35.01,32.52,34.74,0.52,1.5196,183090.049
002736.SZ,10.66,10.69,10.51,10.54,-0.12,-1.1257,152419.076
002737.SZ,13.7,14.13,13.56,14.13,0.35,2.5399,81499.468
002738.SZ,30.0,30.8,29.44,30.6,0.65,2.1703,429218.27
002739.SZ,17.35,17.6,17.08,17.59,0.17,0.9759,270482.639
002740.SZ,4.26,4.28,4.13,4.17,-0.08,-1.8824,18949.727
002741.SZ,13.82,13.88,13.56,13.66,-0.12,-0.8708,38118.022
002742.SZ,6.57,6.57,6.01,6.22,-0.46,-6.8862,223411.987
002743.SZ,6.84,6.84,6.67,6.72,-0.06,-0.885,16454.823
002745.SZ,13.11,13.39,12.92,13.3,0.14,1.0638,208142.871
002746.SZ,10.55,10.64,10.53,10.54,-0.06,-0.566,18077.153
002747.SZ,32.09,32.15,31.17,32.11,0.15,0.4693,187205.037
002748.SZ,6.26,6.28,6.09,6.24,0.02,0.3215,11416.962
002749.SZ,10.37,10.46,10.25,10.3,-0.19,-1.8112,16558.376
002750.SZ,7.88,7.88,7.66,7.73,-0.17,-2.1519,31999.981
002751.SZ,18.18,18.38,17.89,18.32,0.07,0.3836,41549.358
002752.SZ,5.36,5.4,5.32,5.4,0.01,0.1855,8461.276
002753.SZ,8.15,8.2,8.05,8.11,-0.04,-0.4908,19017.099
002755.SZ,15.98,15.98,14.72,14.92,-0.78,-4.9682,156233.66
002756.SZ,54.74,56.4,52.71,54.86,-0.33,-0.5979,580453.33
002757.SZ,14.8,14.89,14.4,14.47,-0.33,-2.2297,31720.184
002758.SZ,10.46,11.54,10.4,11.18,0.69,6.5777,137336.744
002759.SZ,15.98,17.26,15.89,16.99,0.74,4.5538,481139.742
002760.SZ,17.98,18.67,17.72,18.29,0.52,2.9263,44911.05
