date,close,high,low,open,preclose,pctChg,volume,amount
1996-04-04,563.19,564.47,559.82,561.19,560.98,0.393957,53691000,305107200.0
1996-04-05,582.53,584.18,563.67,563.67,563.19,3.434015,115715900,709539456.0
1996-04-08,581.38,587.6,578.32,583.63,582.53,-0.197419,189963000,1215845248.0
1996-04-09,578.07,580.94,576.61,580.63,581.38,-0.569335,85930400,502418944.0
1996-04-10,579.82,582.3,577.73,578.37,578.07,0.302731,100459600,608286080.0
1996-04-11,583.38,583.38,576.99,579.51,579.82,0.613983,99855400,611694976.0
1996-04-12,586.96,593.73,584.39,584.39,583.38,0.613668,154845700,963649920.0
1996-04-15,584.67,587.92,583.32,585.95,586.96,-0.390153,82784800,485692320.0
1996-04-16,590.85,591.42,584.22,584.27,584.67,1.057005,135067200,723479872.0
1996-04-17,593.38,597.77,591.89,594.15,590.85,0.428202,174049200,981171008.0
1996-04-18,600.28,600.28,589.8,592.81,593.38,1.162834,165678800,948629120.0
1996-04-19,618.12,618.27,602.15,602.15,600.28,2.971941,412333800,2443462656.0
1996-04-22,613.97,627.65,613.94,624.93,618.12,-0.671395,531217400,3500454656.0
1996-04-23,623.77,623.77,609.89,611.37,613.97,1.596177,288155400,1789477248.0
1996-04-24,664.65,664.65,633.8,633.8,623.77,6.553699000000001,718455200,4445490176.0
1996-04-25,652.67,686.38,650.82,674.47,664.65,-1.802459,668921200,4503472640.0
1996-04-26,707.61,714.56,660.14,660.14,652.67,8.41773,1007137600,6973551104.0
1996-04-29,738.62,739.29,707.29,722.57,707.61,4.382358999999999,878022200,6372420096.0
1996-04-30,681.16,738.5,679.45,728.39,738.62,-7.779375999999999,723560300,5051592704.0
1996-05-02,654.43,721.66,652.76,715.97,681.16,-3.924186,517900000,3547683840.0
1996-05-03,650.04,660.27,645.01,654.43,654.43,-0.6708149999999999,296082600,2002063232.0
1996-05-06,671.28,672.85,648.23,648.23,650.04,3.2674990000000004,576648800,2988111616.0
1996-05-07,661.16,682.62,660.02,677.44,671.28,-1.507576,493371400,2700472832.0
1996-05-08,661.27,666.86,653.12,659.7,661.16,0.016644,311916900,1796040064.0
1996-05-09,656.9,669.8,654.82,659.4,661.27,-0.660849,267248000,1703690624.0
1996-05-10,661.47,661.47,648.0,656.33,656.9,0.695684,222507300,1300218880.0
1996-05-13,666.11,672.76,663.69,665.5,661.47,0.7014699999999999,383160500,1861909120.0
1996-05-14,665.42,672.44,663.35,668.58,666.11,-0.10358699999999996,281169800,1553447680.0
1996-05-15,682.05,682.05,664.99,665.76,665.42,2.499174,278265000,1592160128.0
1996-05-16,683.08,698.37,682.28,687.52,682.05,0.15102000000000002,588904700,3373162240.0
1996-05-17,711.93,712.05,682.41,685.21,683.08,4.223513,432080900,2741274112.0
1996-05-20,703.08,725.16,699.37,719.19,711.93,-1.243096,662809700,4256524544.0
1996-05-21,661.85,707.06,660.93,701.96,703.08,-5.864203,471554900,2705860864.0
1996-05-22,668.62,672.61,657.43,658.15,661.85,1.022893,366383700,1955460736.0
1996-05-23,642.67,670.25,641.57,668.7,668.62,-3.88113,329240000,1589859328.0
1996-05-24,639.8,644.92,630.42,638.76,642.67,-0.44657399999999997,251911000,1348868864.0
1996-05-27,637.96,642.11,635.02,639.51,639.8,-0.287585,120722300,648720832.0
1996-05-28,646.91,647.06,638.18,638.57,637.96,1.402902,193418800,1088101888.0
1996-05-29,650.56,652.28,646.84,648.55,646.91,0.564225,141789900,832489088.0
1996-05-30,636.36,650.9,634.02,650.61,650.56,-2.182737,168118300,990229056.0
1996-05-31,643.65,653.22,632.22,633.92,636.36,1.145584,241609900,1744609024.0
1996-06-03,641.09,652.52,636.46,643.96,643.65,-0.397731,323304300,2203152640.0
1996-06-04,651.51,656.59,642.0,642.06,641.09,1.6253540000000002,318367400,2173408256.0
1996-06-05,696.97,696.97,654.04,654.78,651.51,6.977631,599126200,4204963584.0
1996-06-06,702.64,715.58,691.49,703.03,696.97,0.813528,777663200,5499041280.0
1996-06-07,727.34,739.44,716.54,720.44,702.64,3.5153160000000003,1069187000,7488490496.0
1996-06-10,764.39,764.63,736.99,740.11,727.34,5.093902,1064045100,7040143872.0
1996-06-11,752.26,765.35,742.4,765.33,764.39,-1.5868870000000002,770569700,5243102720.0
1996-06-12,755.77,774.01,751.34,761.39,752.26,0.466595,805835000,6013692416.0
1996-06-13,768.68,769.3,745.53,758.22,755.77,1.708188,692963900,4789505024.0
1996-06-14,777.28,790.32,772.39,781.98,768.68,1.118806,1017219300,6797088256.0
1996-06-17,752.0,780.35,750.04,779.71,777.28,-3.252371,602104100,3834445056.0
1996-06-18,793.56,793.6,748.56,749.3,752.0,5.526596,539872800,4415298048.0
1996-06-19,796.91,814.2,787.37,801.1,793.56,0.422145,734585600,6123599872.0
1996-06-20,793.59,802.61,783.47,788.92,796.91,-0.41660200000000003,397506400,3413843456.0
1996-06-21,796.11,806.1,793.42,797.9,793.59,0.31753899999999996,377321300,3245192960.0
1996-06-24,793.34,799.03,789.09,797.87,796.11,-0.347937,339144100,2662725376.0
1996-06-25,780.65,788.69,762.13,764.66,793.34,-1.599567,366814700,2914024704.0
1996-06-26,801.46,802.04,782.15,782.15,780.65,2.665727,389447300,3212049920.0
1996-06-27,806.46,819.84,801.74,811.51,801.46,0.623861,573174400,4982846464.0
1996-06-28,804.25,811.88,798.04,809.6,806.46,-0.27404,436406200,3788350464.0
1996-07-01,761.12,801.05,755.32,800.91,804.25,-5.362761,602765100,4818157056.0
1996-07-02,759.71,766.07,753.64,758.47,761.12,-0.18525,361340700,3182836736.0
1996-07-03,786.13,786.16,766.43,767.11,759.71,3.47764,543638900,5252680704.0
1996-07-04,785.43,794.85,774.07,790.28,786.13,-0.089045,618188400,5794688000.0
1996-07-05,785.38,797.15,783.86,788.1,785.43,-0.006364,713511600,5390737920.0
1996-07-08,807.34,807.89,790.09,794.13,785.38,2.796102,727434600,6439041024.0
1996-07-09,817.61,822.51,807.43,815.02,807.34,1.272074,767306300,6442554880.0
1996-07-10,820.05,825.39,809.35,821.1,817.61,0.298431,657426100,5225605632.0
1996-07-11,792.07,822.39,790.57,822.18,820.05,-3.411985,539523000,4369669632.0
1996-07-12,796.41,796.41,778.87,784.26,792.07,0.547927,380190400,3300324096.0
1996-07-15,789.16,796.25,780.15,794.88,796.41,-0.910335,366584000,3070761728.0
1996-07-16,823.08,823.77,793.69,796.76,789.16,4.298247,568110200,4628994048.0
1996-07-17,808.99,841.41,808.5,830.65,823.08,-1.7118659999999999,719264700,5047189504.0
1996-07-18,818.04,819.56,808.09,808.09,808.99,1.1186770000000001,381463400,2761649152.0
1996-07-19,856.93,857.08,820.66,824.01,818.04,4.754048,860225700,6130803200.0
1996-07-22,884.94,887.07,870.22,871.48,856.93,3.268646,1082827000,7864698368.0
1996-07-23,871.47,889.41,864.51,888.92,884.94,-1.522141,684744700,5133593088.0
1996-07-24,887.6,894.73,874.97,874.97,871.47,1.8508959999999999,776747000,5857347584.0
1996-07-25,868.16,894.21,867.09,887.25,887.6,-2.1901759999999997,822468900,5751411200.0
1996-07-26,845.12,872.27,840.21,868.28,868.16,-2.653886,653036400,5100398592.0
1996-07-29,855.42,855.5,837.2,846.19,845.12,1.21876,416855800,3159293952.0
1996-07-30,836.93,865.5,834.87,861.72,855.42,-2.16151,409372700,3169679616.0
1996-07-31,822.48,841.72,820.85,836.67,836.93,-1.72655,356860100,2647605504.0
1996-08-01,835.11,843.01,814.89,823.17,822.48,1.5356,371330400,2784708608.0
1996-08-02,838.88,850.59,828.66,842.4,835.11,0.45143999999999995,391827200,3182119424.0
1996-08-05,853.19,853.2,838.6,846.03,838.88,1.705846,325265700,2427681280.0
1996-08-06,862.22,862.43,848.36,854.78,853.19,1.0583770000000001,376433000,2994729728.0
1996-08-07,867.27,873.03,862.61,865.49,862.22,0.585703,511448100,4086908416.0
1996-08-08,876.0,877.92,869.55,871.03,867.27,1.006605,446744800,3468291328.0
1996-08-09,871.6,880.31,857.74,875.19,876.0,-0.502286,543428800,4120766976.0
1996-08-12,886.05,894.86,880.13,880.13,871.6,1.657872,529240600,4020290816.0
1996-08-13,874.81,887.35,872.4,885.89,886.05,-1.26855,338046300,2591282944.0
1996-08-14,871.65,879.09,868.74,875.79,874.81,-0.361218,306699800,2420930304.0
1996-08-15,865.83,878.57,864.77,872.83,871.65,-0.6677,370310300,2915282432.0
1996-08-16,853.87,862.88,838.42,862.68,865.83,-1.3813360000000001,392755900,3237462528.0
1996-08-19,835.62,852.35,834.54,852.34,853.87,-2.1373279999999997,253243000,2118481792.0
1996-08-20,822.44,837.58,820.77,834.73,835.62,-1.5772709999999999,271577900,2162501120.0
1996-08-21,833.61,842.68,825.61,825.69,822.44,1.358152,353354900,2859572736.0
1996-08-22,818.2,842.46,816.05,838.2,833.61,-1.848583,300231100,2325351424.0
1996-08-23,803.69,824.89,786.44,824.89,818.2,-1.773406,350852700,2808750848.0
1996-08-26,773.07,800.53,770.85,789.15,803.69,-3.8099260000000004,294132100,2531507968.0
1996-08-27,787.47,787.48,766.7,769.79,773.07,1.862698,259649100,2036879872.0
1996-08-28,796.84,806.36,789.06,790.72,787.47,1.189894,349927400,2981339648.0
1996-08-29,788.73,797.98,783.96,797.31,796.84,-1.017776,314290600,2101523200.0
1996-08-30,809.94,809.97,791.39,791.39,788.73,2.689136,466421800,3520278528.0
1996-09-02,804.78,813.57,803.13,812.94,809.94,-0.637081,362917600,2662453248.0
1996-09-03,800.22,818.88,799.01,805.53,804.78,-0.5666220000000001,363471600,2747409152.0
1996-09-04,812.02,813.46,795.07,797.9,800.22,1.474601,371796800,2971711488.0
1996-09-05,814.38,838.67,812.93,817.37,812.02,0.290631,705552700,5765848576.0
1996-09-06,801.23,818.36,796.17,813.59,814.38,-1.6147280000000002,361496500,2980728320.0
1996-09-09,793.59,799.98,791.63,798.6,801.23,-0.953528,360370900,3346857984.0
1996-09-10,764.45,793.22,763.15,793.22,793.59,-3.6719230000000014,357919100,2940479744.0
1996-09-11,769.25,773.6,754.59,762.81,764.45,0.627901,290259400,2047303936.0
1996-09-12,757.09,784.18,754.11,780.32,769.25,-1.580757,495112500,2106192384.0
1996-09-13,779.07,779.07,752.68,756.39,757.09,2.903219,329442400,2251410432.0
1996-09-16,778.29,784.48,771.8,779.85,779.07,-0.100123,310575900,2737431552.0
1996-09-17,776.48,785.11,774.15,777.73,778.29,-0.23256100000000002,282571200,2452681216.0
1996-09-18,760.76,782.73,757.94,781.34,776.48,-2.024517,296064700,2503823104.0
1996-09-19,769.1,769.13,754.28,756.11,760.76,1.096268,204782700,1560462848.0
1996-09-20,805.54,805.54,770.04,772.29,769.1,4.7380059999999995,363256800,3292330496.0
1996-09-23,851.99,852.04,812.31,812.94,805.54,5.7663199999999994,875020900,8197043712.0
1996-09-24,849.92,865.49,845.39,857.42,851.99,-0.242961,761911600,7256174080.0
1996-09-25,835.18,858.6,830.25,855.35,849.92,-1.7342799999999998,526965300,5143411712.0
1996-09-26,854.66,857.44,837.68,837.68,835.18,2.3324290000000003,552870500,5380414464.0
1996-09-27,875.53,875.53,855.75,861.62,854.66,2.441913,677971000,6603607040.0
1996-10-03,865.49,891.71,864.67,887.85,875.53,-1.1467379999999998,585527400,5381838336.0
1996-10-04,863.46,869.65,855.79,864.19,865.49,-0.234546,384919800,3383326976.0
1996-10-07,864.66,869.87,852.83,866.07,863.46,0.13897,440136700,3441939968.0
1996-10-08,877.61,882.09,865.42,869.08,864.66,1.4977,536293100,4351186944.0
1996-10-09,874.01,883.62,865.57,882.19,877.61,-0.4102020000000001,510722900,4186830336.0
1996-10-10,904.1,904.14,877.34,878.05,874.01,3.4427480000000004,974568300,6927798784.0
1996-10-11,909.89,912.01,898.72,909.06,904.1,0.64042,1125254100,7461778432.0
1996-10-14,940.79,943.55,919.7,919.7,909.89,3.396011,1250236100,8757552128.0
1996-10-15,937.29,944.94,925.66,943.81,940.79,-0.372028,865586600,6613727232.0
1996-10-16,933.88,953.4,921.15,944.35,937.29,-0.36381199999999997,849945400,6656883712.0
1996-10-17,952.32,952.45,928.08,931.11,933.88,1.9745580000000005,833141600,6656016384.0
1996-10-18,939.93,968.22,937.77,960.55,952.32,-1.301035,996398900,7532118016.0
1996-10-21,964.39,964.44,943.03,943.03,939.93,2.6023240000000003,740976100,5486589440.0
1996-10-22,976.47,978.98,943.03,952.93,964.39,1.252601,1011405600,7290778624.0
1996-10-23,1010.83,1011.13,986.72,989.32,976.47,3.5188019999999995,1426261100,10831932416.0
1996-10-24,1007.91,1020.97,1004.37,1017.46,1010.83,-0.288876,1116509500,9329883136.0
1996-10-25,1012.67,1016.91,994.82,1006.3,1007.91,0.472265,1127398600,9575816192.0
1996-10-28,1022.86,1026.84,1000.07,1001.23,1012.67,1.006251,1029549300,8544877056.0
1996-10-29,1017.52,1038.81,1013.49,1032.61,1022.86,-0.522062,1114288700,9390301184.0
1996-10-30,958.94,1022.02,955.23,1017.06,1017.52,-5.757137,891342200,7165048320.0
1996-10-31,976.71,983.23,949.59,972.17,958.94,1.8530900000000001,718393000,5587136000.0
1996-11-01,930.79,962.11,906.96,935.17,976.71,-4.701502,797474600,5480915968.0
1996-11-04,945.12,947.88,929.73,931.0,930.79,1.539554,562850100,3670398464.0
1996-11-05,928.03,950.36,922.67,947.44,945.12,-1.808232,503855400,3706333440.0
1996-11-06,915.05,928.47,896.88,925.76,928.03,-1.398666,397199800,2900813568.0
1996-11-07,928.14,931.6,915.62,919.95,915.05,1.430526,349476000,2960240640.0
1996-11-08,919.67,927.39,911.92,927.24,928.14,-0.912581,305441900,2650845440.0
1996-11-11,933.97,933.97,922.2,923.37,919.67,1.554904,363143200,3095740928.0
1996-11-12,943.0,949.25,928.98,937.7,933.97,0.966844,493715800,3588525568.0
1996-11-13,940.52,951.09,932.93,945.98,943.0,-0.262988,452025900,3506058496.0
1996-11-14,953.19,957.61,943.61,944.46,940.52,1.347125,553915200,4414774784.0
1996-11-15,950.83,958.62,943.8,951.51,953.19,-0.247588,550985700,4914051584.0
1996-11-18,1004.69,1004.95,948.82,952.73,950.83,5.664523,827896100,7208801280.0
1996-11-19,1015.96,1047.39,1008.23,1019.62,1004.69,1.1217409999999999,1289000700,10483051520.0
1996-11-20,1014.93,1018.89,992.27,1010.81,1015.96,-0.101385,854193400,7033766912.0
1996-11-21,940.77,1025.58,937.84,1018.05,1014.93,-7.306905,871465700,6921270784.0
1996-11-22,951.83,952.03,919.61,928.52,940.77,1.175632,636231600,4318191616.0
1996-11-25,976.55,976.55,938.81,948.59,951.83,2.597099,644017700,4709915136.0
1996-11-26,967.59,985.13,957.81,981.47,976.55,-0.9175120000000001,620120700,5166540288.0
1996-11-27,980.38,987.18,960.46,966.94,967.59,1.3218379999999998,547605600,4615035904.0
1996-11-28,992.64,1002.54,978.51,983.01,980.38,1.250536,751075500,6001409536.0
1996-11-29,1032.95,1037.16,997.84,997.85,992.64,4.060882,1313048700,9572855808.0
1996-12-02,1134.52,1134.9,1056.68,1056.68,1032.95,9.83301,2041152800,16747284480.0
1996-12-03,1122.99,1177.68,1118.83,1157.13,1134.52,-1.016291,2148567600,19274467328.0
1996-12-04,1169.92,1170.6,1115.27,1117.03,1122.99,4.179027,1482844100,12878816256.0
1996-12-05,1212.08,1215.25,1180.21,1199.38,1169.92,3.6036580000000002,1968710600,18972710912.0
1996-12-06,1212.89,1220.31,1194.77,1207.3,1212.08,0.066832,1443051700,14639772672.0
1996-12-09,1247.66,1250.56,1227.48,1227.48,1212.89,2.866708,1560320100,16156679168.0
1996-12-10,1230.25,1244.11,1202.28,1244.11,1247.66,-1.395415,1296336600,13294497792.0
1996-12-11,1244.9,1258.69,1220.41,1225.39,1230.25,1.190817,1268027600,14208430080.0
1996-12-12,1177.14,1254.3,1167.98,1248.14,1244.9,-5.443008,1120406100,12158619648.0
1996-12-13,1110.04,1175.44,1108.29,1164.34,1177.14,-5.700254,974248500,9828411392.0
1996-12-16,1000.02,1005.12,999.63,1005.01,1110.04,-9.911356,143300300,1345581184.0
1996-12-17,905.58,943.37,903.85,907.65,1000.02,-9.443811,601468400,5210304512.0
1996-12-18,972.73,975.96,869.02,872.36,905.58,7.415133,1012433400,8156033536.0
1996-12-19,902.42,983.24,893.47,971.15,972.73,-7.228111,890830000,7895065088.0
1996-12-20,885.24,898.92,864.26,881.09,902.42,-1.9037689999999998,619892900,4861615104.0
1996-12-23,902.01,911.59,890.84,900.32,885.24,1.894404,443724000,3608732672.0
1996-12-24,865.58,911.12,864.15,907.63,902.01,-4.038757,366522400,2912791552.0
1996-12-25,895.18,897.45,855.85,870.44,865.58,3.4196690000000003,415918400,3295271168.0
1996-12-26,924.24,924.33,890.41,904.02,895.18,3.246274,552219000,4167341056.0
1996-12-27,922.35,927.1,903.82,925.8,924.24,-0.204494,550900400,4241787904.0
1996-12-30,934.21,938.55,923.95,929.72,922.35,1.285851,571750500,4756518912.0
1996-12-31,917.02,935.97,912.97,935.91,934.21,-1.8400580000000002,472143200,3924646144.0
1997-01-02,919.44,920.19,909.46,914.06,917.02,0.263896,265303600,2321988608.0
1997-01-03,899.61,922.39,896.99,921.1,919.44,-2.156749,342916500,2642924800.0
1997-01-06,876.5,892.02,875.89,890.98,899.61,-2.568889,241608800,1809397504.0
1997-01-07,898.17,903.0,871.78,872.81,876.5,2.472331,251824800,1891778432.0
1997-01-08,896.41,902.53,887.23,899.83,898.17,-0.195955,231368900,1836780288.0
1997-01-09,906.98,914.33,897.94,897.99,896.41,1.179149,252650000,2126459264.0
1997-01-10,918.4,918.51,906.55,908.56,906.98,1.2591290000000002,333721600,2827739648.0
1997-01-13,929.52,931.44,922.74,923.55,918.4,1.210801,388141300,3127874560.0
1997-01-14,907.85,929.59,903.62,929.55,929.52,-2.331316,304393800,2556804352.0
1997-01-15,916.72,919.42,905.06,905.48,907.85,0.977033,193795600,1613827712.0
1997-01-16,915.01,922.1,908.26,917.48,916.72,-0.18653,194014700,1772638720.0
1997-01-17,919.85,921.14,912.66,916.11,915.01,0.5289520000000001,223666800,2137573760.0
1997-01-20,933.28,933.36,922.06,922.47,919.85,1.460027,274933000,2400980992.0
1997-01-21,929.11,939.02,926.09,937.04,933.28,-0.446816,339361700,2917591040.0
1997-01-22,942.44,942.73,929.01,929.36,929.11,1.434708,334241400,3095209728.0
1997-01-23,945.8,947.55,940.5,945.59,942.44,0.35652,396901100,3608573440.0
1997-01-24,953.92,954.3,934.64,945.53,945.8,0.858532,373787000,3229197056.0
1997-01-27,959.06,959.87,952.4,957.25,953.92,0.5388310000000001,479914900,3963541760.0
1997-01-28,956.31,957.88,947.91,957.88,959.06,-0.28673899999999997,328674400,2840266752.0
1997-01-29,962.1,964.02,955.1,955.96,956.31,0.60545,413085800,3597506560.0
1997-01-30,960.17,962.97,955.47,960.49,962.1,-0.200602,352383100,2986692096.0
1997-01-31,964.74,967.9,960.08,960.26,960.17,0.475958,408801600,3564975872.0
1997-02-17,982.4,985.21,959.75,969.53,964.74,1.8305490000000002,361696600,3281499648.0
1997-02-18,894.85,999.23,893.75,980.48,982.4,-8.911853,727384800,6481373696.0
1997-02-19,962.69,962.69,911.58,911.58,894.85,7.581161,540728100,4914741248.0
1997-02-20,965.08,971.51,870.18,870.18,962.69,0.24826399999999998,953084600,8113990656.0
1997-02-21,1017.13,1017.32,967.49,967.68,965.08,5.393333999999999,1380838400,10832764928.0
1997-02-24,1009.56,1032.7,1004.62,1028.35,1017.13,-0.744252,1112275800,9187289088.0
1997-02-25,1017.96,1028.34,1009.03,1009.05,1009.56,0.832048,712574700,6507182080.0
1997-02-26,1031.51,1031.51,1015.39,1019.86,1017.96,1.331092,616762100,5938470912.0
1997-02-27,1025.3,1038.49,1020.34,1035.32,1031.51,-0.6020260000000001,660077500,6136152576.0
1997-02-28,1040.27,1040.33,1010.27,1023.37,1025.3,1.460057,669806500,6086289408.0
1997-03-03,1063.05,1063.05,1043.93,1044.61,1040.27,2.189819,900594400,8490248192.0
1997-03-04,1068.16,1070.22,1048.44,1063.29,1063.05,0.480691,913979000,8433953792.0
1997-03-05,1052.15,1072.46,1051.52,1067.58,1068.16,-1.49884,788703100,7078184448.0
1997-03-06,1079.13,1079.13,1044.24,1045.89,1052.15,2.5642709999999997,870056000,7886975488.0
1997-03-07,1077.72,1086.64,1070.86,1083.01,1079.13,-0.130664,814057200,7905395712.0
1997-03-10,1099.68,1100.51,1085.89,1085.91,1077.72,2.037643,863186800,8990352384.0
1997-03-11,1109.73,1109.95,1092.72,1103.43,1099.68,0.9138950000000001,833230200,8810178560.0
1997-03-12,1126.16,1126.42,1109.47,1112.71,1109.73,1.480545,962785200,9840922624.0
1997-03-13,1117.28,1131.74,1108.89,1128.71,1126.16,-0.788521,913994800,8956417024.0
1997-03-14,1125.8,1125.82,1092.7,1114.74,1117.28,0.762568,818859300,8403021312.0
1997-03-17,1158.48,1159.54,1138.28,1138.28,1125.8,2.902818,1128487000,12054988800.0
