ts_code,name,result_2019,result_2020
002072.SZ,*ST凯瑞,-0.31259720062208396,-0.06553911205073991
002076.SZ,*ST雪莱,-0.315625,-0.2234042553191489
002083.SZ,孚日股份,-0.10660965794768609,-0.4147365414822219
002085.SZ,万丰奥威,-0.2770658405679847,-0.18182386053194008
002086.SZ,*ST东洋,-0.6195899772209568,-0.27074235807860264
002089.SZ,ST新海,-0.6363636363636364,-0.4487632508833922
002090.SZ,金智科技,-0.18401594054926668,-0.25097227920269966
002093.SZ,国脉科技,-0.22439486436541567,-0.48636853097050214
002094.SZ,青岛金王,-0.34817813765182193,-0.17435897435897435
002095.SZ,生意宝,-0.3014728585263583,-0.2780488943890536
002098.SZ,浔兴股份,-0.2769607843137255,-0.04220779220779217
002103.SZ,广博股份,-0.03908045977011493,-0.0047619047619047805
002104.SZ,恒宝股份,-0.09846153846153832,-0.12143928035982
002114.SZ,罗平锌电,-0.11173974540311181,-0.05988023952095806
002115.SZ,三维通信,-0.3459213524333883,-0.46848821401818536
002116.SZ,中国海诚,-0.09096585144349131,-0.16061819256138618
002117.SZ,东港股份,-0.03743593561667798,-0.1715465664396873
002118.SZ,紫鑫药业,-0.3120728929384965,-0.4428044280442804
002120.SZ,韵达股份,-0.09591458949820639,-0.2551848624424252
002121.SZ,*ST科陆,-0.22532188841201722,-0.083756345177665
002137.SZ,实益达,-0.23836389280677,-0.26229508196721313
002141.SZ,贤丰控股,-0.3348729792147806,-0.02702702702702701
002144.SZ,宏达高科,-0.1386376849040759,-0.04271433442811248
002146.SZ,荣盛发展,-0.13997109061969285,-0.09572753804461118
002148.SZ,北纬科技,-0.3235486027989235,-0.1355932203389829
002161.SZ,远望谷,-0.14054054054054063,-0.5087538619979404
002167.SZ,东方锆业,-0.040665434380776175,-0.1005199306759097
002168.SZ,惠程科技,-0.5894308943089431,-0.451831750339213
002174.SZ,游族网络,-0.28523069903379544,-0.39882796293735295
002175.SZ,ST东网,-0.5357142857142857,-0.26760563380281677
002178.SZ,延华智能,-0.15775401069518735,-0.28082191780821925
002188.SZ,*ST巴士,-0.2404092071611252,-0.3773584905660376
002193.SZ,如意集团,-0.32409424205643217,-0.0708661417322833
002195.SZ,二三四五,-0.38359203425830046,-0.38405345449934675
002199.SZ,东晶电子,-0.26562500000000006,-0.2401847575057737
002200.SZ,ST云投,-0.13207547169811326,-0.2740315638450502
002205.SZ,国统股份,-0.10230263219537422,-0.05354837859908856
002211.SZ,宏达新材,-0.07597535934291583,-0.14122137404580154
002215.SZ,诺普信,-0.16264803553715457,-0.054828468206654574
002217.SZ,合力泰,-0.30616741757101,-0.46314973302006124
002224.SZ,三力士,-0.08118603421094513,-0.23394486280351068
002229.SZ,鸿博股份,-0.13877693510382288,-0.045790251107828736
002231.SZ,奥维通信,-0.32593619972260746,-0.424170616113744
002235.SZ,安妮股份,-0.1761467889908257,-0.464839094159714
002243.SZ,力合科创,-0.323119818592905,-0.2330653882706542
002247.SZ,*ST聚力,-0.5699152542372881,-0.03333333333333339
002248.SZ,华东数控,-0.35327963176064436,-0.3018633540372671
002256.SZ,*ST兆新,-0.41489361702127653,-0.19117647058823534
002265.SZ,西仪股份,-0.2841880341880341,-0.15510718789407307
002268.SZ,卫士通,-0.09358081748281062,-0.28348369331810624
002270.SZ,华明装备,-0.016526385260055468,-0.1261364589785838
002279.SZ,久其软件,-0.38828337874659397,-0.3113496932515336
002281.SZ,光迅科技,-0.10233027152227096,-0.3182316874348664
002302.SZ,西部建设,-0.04587377328113769,-0.1659466205837173
002303.SZ,美盈森,-0.1366217076365473,-0.20161348381943617
002305.SZ,南国置业,-0.2874494948433236,-0.004926108374384176
002307.SZ,北新路桥,-0.15563506261180676,-0.16312056737588648
002309.SZ,中利集团,-0.4821222606689735,-0.45443499392466585
002310.SZ,东方园林,-0.47351424316980645,-0.3794266441821247
002313.SZ,日海智能,-0.5253516781404233,-0.4444444444444444
002316.SZ,亚联发展,-0.4526212158503568,-0.45403899721448465
002321.SZ,华英农业,-0.4297188755020081,-0.38660907127429806
002325.SZ,洪涛股份,-0.2471378978409666,-0.22665331220167415
002336.SZ,ST人乐,-0.2884026270817662,-0.19573643410852704
002337.SZ,赛象科技,-0.24406766008860248,-0.1004169662113587
002341.SZ,新纶科技,-0.6813874900609594,-0.49457364341085275
002343.SZ,慈文传媒,-0.32566168009205976,-0.3065088757396449
002348.SZ,高乐股份,-0.27619047619047626,-0.22972972972972983
002349.SZ,精华制药,-0.21003742187945207,-0.24247226624405693
002350.SZ,北京科锐,-0.1205427559279083,-0.07501322051824409
002357.SZ,富临运业,-0.11990295061438516,-0.1598639455782313
002358.SZ,森源电气,-0.8028190737451081,-0.538243626062323
002364.SZ,中恒电气,-0.2544218632494307,-0.41286603193626525
002365.SZ,永安药业,-0.08950774476469205,-0.16049338486400438
002366.SZ,台海核电,-0.637342606354637,-0.2738095238095239
002369.SZ,卓翼科技,-0.29784537389100124,-0.49313815187557186
002370.SZ,亚太药业,-0.7410748710854025,-0.16829745596868886
002374.SZ,中锐股份,-0.2411575562700964,-0.08880308880308875
002376.SZ,新北洋,-0.4000803811951452,-0.14488629325934546
002377.SZ,国创高新,-0.08220025066146756,-0.010892500712859882
002383.SZ,合众思壮,-0.4610878661087865,-0.4404865334491746
002393.SZ,力生制药,-0.09300347643301783,-0.18888449059639034
002399.SZ,海普瑞,-0.11026335554596732,-0.1246879989854563
002403.SZ,爱仕达,-0.007433166252561747,-0.0074999999999999095
002411.SZ,延安必康,-0.7546296296296297,-0.5077399380804954
002412.SZ,汉森制药,-0.2926527133288218,-0.22446023307788834
002417.SZ,深南股份,-0.3137032842582106,-0.06191950464396281
002418.SZ,*ST康盛,-0.3954983922829582,-0.17543859649122803
002419.SZ,天虹股份,-0.2626968026856722,-0.16980611194117343
002421.SZ,达实智能,-0.07601454775280084,-0.019343440014972624
002424.SZ,贵州百灵,-0.0235528797487522,-0.04073056090911609
002426.SZ,*ST胜利,-0.10683760683760689,-0.2482014388489209
002427.SZ,ST尤夫,-0.4539329763740156,-0.14239029072208811
002433.SZ,太安堂,-0.08645073628760955,-0.05530156866034711
002437.SZ,誉衡药业,-0.03308152416995618,-0.0036630036630036006
002446.SZ,盛路通信,-0.29198223657650385,-0.32167832167832167
002447.SZ,*ST晨鑫,-0.336734693877551,-0.09722222222222235
002449.SZ,国星光电,-0.10594090344003496,-0.21044372384094814
002451.SZ,摩恩电气,-0.4983579638752052,-0.37075180226570553
002456.SZ,欧菲光,-0.01861782944585502,-0.3863778849377241
002464.SZ,*ST众应,-0.5950626001334302,-0.5852272727272727
002468.SZ,申通快递,-0.46475982249209635,-0.46841705289573127
002470.SZ,*ST金正,-0.7647975077881619,-0.38367346938775515
002471.SZ,中超控股,-0.1711890199422057,-0.1906354515050169
002473.SZ,ST圣莱,-0.2645259938837921,-0.4374269005847954
002474.SZ,榕基软件,-0.11882923043097811,-0.2596899224806201
002476.SZ,宝莫股份,-0.1786492374727669,-0.42705167173252284
002478.SZ,常宝股份,-0.08614369501466261,-0.15283940308941046
002482.SZ,广田集团,-0.5231097118994298,-0.2857332672221304
002485.SZ,希努尔,-0.37092680353727925,-0.086785009861933
002486.SZ,嘉麟杰,-0.20942408376963348,-0.14447592067988663
002491.SZ,通鼎互联,-0.49611622875496275,-0.4171686746987951
002494.SZ,华斯股份,-0.3988876529477198,-0.22197802197802188
002495.SZ,佳隆股份,-0.30246913580246926,-0.11718750000000006
002502.SZ,*ST鼎龙,-0.31981981981981994,-0.05329153605015679
002503.SZ,搜于特,-0.23111111111111118,-0.5
002504.SZ,ST弘高,-0.5904522613065327,-0.35573122529644274
002506.SZ,协鑫集成,-0.3598409542743538,-0.34151329243353773
002512.SZ,达华智能,-0.2567567567567567,-0.25818882466281307
002513.SZ,*ST蓝丰,-0.28109854604200335,-0.1375968992248062
002514.SZ,宝馨科技,-0.3183520599250936,-0.22055674518201274
002520.SZ,日发精机,-0.1936613747246785,-0.11085672259638596
002523.SZ,天桥起重,-0.2168804165032424,-0.020576154731339735
002528.SZ,英飞拓,-0.07008086253369265,-0.28124999999999994
002529.SZ,*ST海源,-0.05405405405405404,-0.013353115727003049
002535.SZ,*ST林重,-0.49249249249249244,-0.2838983050847457
002542.SZ,中化岩土,-0.31661510479525407,-0.19929315742931566
002546.SZ,新联电子,-0.03931066122985099,-0.24422787655834874
002547.SZ,春兴精工,-0.3649906890130354,-0.6164229471316085
002558.SZ,巨人网络,-0.2840000515484613,-0.167362575731987
002564.SZ,天沃科技,-0.3326771653543307,-0.20794392523364494
002569.SZ,ST步森,-0.1378958120531155,-0.09539121114683831
002573.SZ,清新环境,-0.29041603974447433,-0.06523008771802062
002574.SZ,明牌珠宝,-0.17980610561056112,-0.11118313700069288
002575.SZ,*ST群兴,-0.39813581890812255,-0.3273809523809525
002583.SZ,海能达,-0.33940184908447607,-0.22121212121212122
002587.SZ,奥拓电子,-0.06408803885372027,-0.30644876186162673
002589.SZ,瑞康医药,-0.3701458908181778,-0.17202268431001902
002591.SZ,恒大高新,-0.16666666666666663,-0.23898531375166887
002592.SZ,ST八菱,-0.7908555907650521,-0.48494983277591974
002596.SZ,海南瑞泽,-0.19031096661700372,-0.3467336683417085
002599.SZ,盛通股份,-0.2571095125509331,-0.023041474654377767
002602.SZ,世纪华通,-0.36206587095037246,-0.4156606233170165
002615.SZ,哈尔斯,-0.19316254111130338,-0.21248285196401256
002616.SZ,长青集团,-0.007949996223279736,-0.1557021244453445
002618.SZ,丹邦科技,-0.6958092485549133,-0.5932367149758454
002619.SZ,艾格拉斯,-0.6028985507246376,-0.40434782608695635
002621.SZ,美吉姆,-0.20414997323112094,-0.15733698538748148
002622.SZ,融钰集团,-0.35692307692307695,-0.3214285714285715
002628.SZ,成都路桥,-0.2726721466109689,-0.10314460183608201
002629.SZ,ST仁智,-0.5408163265306122,-0.46268656716417916
002631.SZ,德尔未来,-0.07252410166520575,-0.16435895558946564
002632.SZ,道明光学,-0.06202790021776701,-0.14328664809998404
002633.SZ,申科股份,-0.19680196801968017,-0.1796482412060301
002638.SZ,*ST勤上,-0.279245283018868,-0.356902356902357
002640.SZ,跨境通,-0.6404722083369352,-0.3489148580968281
002642.SZ,荣联科技,-0.36842105263157887,-0.30210016155088854
002644.SZ,佛慈制药,-0.035972445855278694,-0.12538010642980033
002647.SZ,仁东控股,-0.09380595724135712,-0.45268542199488504
002654.SZ,万润科技,-0.12531328320802007,-0.18266978922716623
002656.SZ,ST摩登,-0.7309644670050761,-0.22815533980582522
002657.SZ,中科金财,-0.18459191456903135,-0.27476255088195395
002659.SZ,凯文教育,-0.4364864864864865,-0.23486238532110096
002663.SZ,普邦股份,-0.31128404669260695,-0.25630252100840334
002665.SZ,首航高科,-0.19148936170212774,-0.20557491289198612
002671.SZ,龙泉股份,-0.009478672985781976,-0.027906976744186
002672.SZ,东江环保,-0.3370618302831517,-0.1658626168108299
002679.SZ,福建金森,-0.3782887982098197,-0.20061504950310716
002682.SZ,龙洲股份,-0.2618845943165573,-0.1950555694778741
002684.SZ,ST猛狮,-0.6639741518578353,-0.657331136738056
002685.SZ,华东重机,-0.23107995197016398,-0.25821833075103007
002686.SZ,亿利达,-0.25164193619508135,-0.03467153284671541
002689.SZ,远大智能,-0.11560693641618502,-0.17741935483870974
002691.SZ,冀凯股份,-0.43116678536606723,-0.17800426669167288
002692.SZ,ST远程,-0.37901498929336197,-0.18767507002801118
002694.SZ,顾地科技,-0.46924829157175396,-0.22847682119205295
002696.SZ,百洋股份,-0.40461349193289287,-0.1495934959349593
002700.SZ,ST浩源,-0.6166228685033422,-0.3067994812912964
002708.SZ,光洋股份,-0.2466585662211422,-0.009584664536741288
002712.SZ,思美传媒,-0.26106449418748445,-0.25487012987012986
002717.SZ,岭南股份,-0.5040645629400717,-0.33097096494410094
002718.SZ,友邦吊顶,-0.17001591353234408,-0.15140298296765653
002719.SZ,*ST麦趣,-0.24823321554770314,-0.0565410199556541
002721.SZ,金一文化,-0.5899390243902439,-0.35645933014354064
002722.SZ,金轮股份,-0.20115911016606136,-0.05064658109722375
002725.SZ,跃岭股份,-0.11189684744869416,-0.29128117377995355
002740.SZ,爱迪尔,-0.2501596960421229,-0.49937733499377335
002751.SZ,易尚展示,-0.13827249820461712,-0.16774679155355932
002761.SZ,多喜爱,-0.15138784093449598,-0.02705795186030674
002767.SZ,先锋电子,-0.3010738335350894,-0.15458141067897152
002769.SZ,普路通,-0.3550584042763809,-0.16974436123372308
002770.SZ,ST科迪,-0.3221246743733206,-0.10900473933649282
002773.SZ,康弘药业,-0.1760901146874382,-0.41453463591906325
002774.SZ,快意电梯,-0.24335088429863627,-0.10065519795632077
002776.SZ,ST柏龙,-0.7548327361709246,-0.6380573870293368
002779.SZ,中坚科技,-0.2691526120032574,-0.2893503529010808
002781.SZ,奇信股份,-0.506209935897436,-0.4699358987486945
002787.SZ,华源控股,-0.10276702889692596,-0.010379536930849614
002789.SZ,建艺集团,-0.18271234174014922,-0.05549751915482489
002790.SZ,瑞尔特,-0.09989621310281599,-0.19416821791550107
002792.SZ,通宇通讯,-0.26362357503784545,-0.4974107583007105
002795.SZ,永和智控,-0.2907179948819326,-0.12811693895098894
002796.SZ,世嘉科技,-0.3338727177491768,-0.6218233375416684
002806.SZ,华锋股份,-0.4036417321541858,-0.12242980899697319
002808.SZ,恒久科技,-0.2014672452986156,-0.09330253461854127
002811.SZ,郑中设计,-0.34043673171763006,-0.21018367821436867
002815.SZ,崇达技术,-0.14880984842081157,-0.2902861400843364
002826.SZ,易明医药,-0.10361579297522029,-0.09021008723684656
002828.SZ,贝肯能源,-0.3000134716421933,-0.07785382065041625
002830.SZ,名雕股份,-0.3364599480400798,-0.08082533283827506
002836.SZ,新宏泽,-0.21286380371395566,-0.10881902004549647
002848.SZ,高斯贝尔,-0.1737556561085973,-0.26901521216973573
002849.SZ,威星智能,-0.20314916871208252,-0.0914112211221121
002856.SZ,美芝股份,-0.4380125422093584,-0.19876203576341125
002861.SZ,瀛通通讯,-0.07131626532368116,-0.3037369816387637
002862.SZ,实丰文化,-0.3219680337226661,-0.38361627688550765
002864.SZ,盘龙药业,-0.20518580127768218,-0.07370206430247522
002871.SZ,伟隆股份,-0.24812887376109966,-0.1782368438313037
002872.SZ,ST天圣,-0.4672036823935558,-0.1581818181818182
002877.SZ,智能自控,-0.2787261939345096,-0.11459837151473658
002882.SZ,金龙羽,-0.11747436608008871,-0.1788315874294922
002885.SZ,京泉华,-0.020606879110766998,-0.22509753143843672
002888.SZ,惠威科技,-0.23142377372902864,-0.2185795273768547
002895.SZ,川恒股份,-0.13772361632054864,-0.08860077207542913
002898.SZ,赛隆药业,-0.2582436501702015,-0.12304464387984758
002899.SZ,英派斯,-0.1224509513183195,-0.09122807017543864
002902.SZ,铭普光磁,-0.2828685258964145,-0.5012860512133614
002907.SZ,华森制药,-0.3433345795945495,-0.32540963354783625
002910.SZ,庄园牧场,-0.15892406813173923,-0.11718842748889112
002912.SZ,中新赛克,-0.1270209986856718,-0.5613630647640182
002917.SZ,金奥博,-0.07604877565808327,-0.1030315402674287
002927.SZ,泰永长征,-0.45571919131692556,-0.27747857084227423
002929.SZ,润建股份,-0.2047577152897235,-0.26788725949234243
002933.SZ,新兴装备,-0.3970021697203472,-0.28289252999612946
002935.SZ,天奥电子,-0.07755595344673238,-0.059528710127611656
002939.SZ,长城证券,-0.04345471180237888,-0.13270010867130666
002940.SZ,昂利康,-0.01169768099547525,-0.18682283461818597
002941.SZ,新疆交建,-0.5613576816196904,-0.25027310539493414
002943.SZ,宇晶股份,-0.4914607087827428,-0.2748901818124297
300011.SZ,鼎汉技术,-0.20314960629921255,-0.3020689655172414
300013.SZ,新宁物流,-0.054504986517142466,-0.14792899408284024
300017.SZ,网宿科技,-0.31604473044840614,-0.2603916962058824
300024.SZ,机器人,-0.2585330428467683,-0.2574545454545454
300025.SZ,华星创业,-0.28260869565217384,-0.40108892921960065
300036.SZ,超图软件,-0.0716414298309073,-0.30421065850569
300038.SZ,ST数知,-0.7366511473229133,-0.7138592605249017
300043.SZ,星辉娱乐,-0.07563530997915342,-0.2028610802804462
300044.SZ,赛为智能,-0.24582544802344264,-0.20650406504065036
300047.SZ,天源迪科,-0.11457864536453632,-0.134873302918705
300050.SZ,世纪鼎利,-0.16984402079722702,-0.2396825396825397
300051.SZ,ST三五,-0.5048387096774193,-0.6310096153846154
300052.SZ,中青宝,-0.34418708310088475,-0.47342772855641185
300053.SZ,欧比特,-0.006441667981713067,-0.21481481481481482
300057.SZ,万顺新材,-0.10734983780194336,-0.12788658799600225
300064.SZ,*ST金刚,-0.5756717295746745,-0.3453947368421053
300070.SZ,碧水源,-0.09986480520913812,-0.26619303433886865
300071.SZ,*ST嘉信,-0.5376044568245125,-0.319672131147541
300074.SZ,华平股份,-0.03733333333333335,-0.19777777777777783
300075.SZ,数字政通,-0.09773773664295489,-0.23296749558037527
300077.SZ,国民技术,-0.14211212516297256,-0.014970059880239441
300078.SZ,思创医惠,-0.2664463480184801,-0.4167131543619234
300084.SZ,海默科技,-0.2052700878806122,-0.012669726525148207
300094.SZ,国联水产,-0.26474325327734527,-0.00531914893616997
300096.SZ,易联众,-0.08599508599508592,-0.21518987341772147
300097.SZ,智云股份,-0.3494809688581316,-0.21503131524008356
300098.SZ,高新兴,-0.3714757512100195,-0.32769230769230767
300107.SZ,建新股份,-0.37559970917666163,-0.0402524683392791
300108.SZ,吉药控股,-0.43426294820717126,-0.25263157894736843
300109.SZ,新开源,-0.055467976979773,-0.1183438049761246
300113.SZ,顺网科技,-0.07603482022965637,-0.4325082284023312
300117.SZ,嘉寓股份,-0.17216119684614864,-0.03254437869822483
300130.SZ,新国都,-0.05691047130718719,-0.22675911102271135
300133.SZ,华策影视,-0.14058095358539988,-0.10651827530274041
300134.SZ,大富科技,-0.03497267759562835,-0.5039325842696629
300135.SZ,宝利国际,-0.20482871174239337,-0.09583394626078115
300137.SZ,先河环保,-0.11578466619695994,-0.0018898932832717532
300140.SZ,中环装备,-0.37222222222222223,-0.6073662265462126
300145.SZ,中金环境,-0.13366136403032391,-0.1874871372710435
300148.SZ,天舟文化,-0.3326315789473685,-0.17232375979112283
300150.SZ,世纪瑞尔,-0.09132526428680872,-0.22485988433514478
300153.SZ,科泰电源,-0.2240163238045034,-0.13229263986516732
300157.SZ,恒泰艾普,-0.23866348448687363,-0.0988700564971752
300159.SZ,新研股份,-0.4366707850312227,-0.32038834951456313
300163.SZ,先锋新材,-0.034482758620689745,-0.04273504273504273
300164.SZ,通源石油,-0.4393768164843034,-0.1839399379794354
300166.SZ,东方国信,-0.15141134062602968,-0.4106163422916927
300167.SZ,迪威迅,-0.2495164410058027,-0.3576158940397351
300170.SZ,汉得信息,-0.34706777663260047,-0.3021276595744682
300173.SZ,福能东方,-0.050583657587548535,-0.14385964912280702
300176.SZ,派生科技,-0.8373205741626795,-0.1331444759206799
300178.SZ,腾邦国际,-0.6589497187444568,-0.19892473118279583
300180.SZ,华峰超纤,-0.2559152465003042,-0.3215514816113704
300182.SZ,捷成股份,-0.15898617511520743,-0.04699738903394268
300184.SZ,力源信息,-0.10870798270491407,-0.40402476780185753
300195.SZ,长荣股份,-0.33787128712871284,-0.14536741214057505
300199.SZ,翰宇药业,-0.46498905908096283,-0.2453703703703704
300201.SZ,海伦哲,-0.3620940927652505,-0.19981020448269096
300202.SZ,聚龙股份,-0.05230215017449061,-0.249596648393279
300204.SZ,舒泰神,-0.21556084172003653,-0.2054263565891474
300209.SZ,天泽信息,-0.3615332950236734,-0.5064285714285715
300213.SZ,佳讯飞鸿,-0.09887785687183315,-0.18144483685786855
300230.SZ,永利股份,-0.014806352395512609,-0.035527404398886894
300245.SZ,天玑科技,-0.07726493968215303,-0.1448646506991128
300250.SZ,初灵信息,-0.15412186379928328,-0.33521126760563386
300252.SZ,金信诺,-0.3605515873744516,-0.4095652173913044
300262.SZ,巴安水务,-0.38661450924608814,-0.20499320358028558
300264.SZ,佳创视讯,-0.3045267489711935,-0.3293650793650794
300265.SZ,通光线缆,-0.1503716920317952,-0.43497495414387294
300266.SZ,兴源环境,-0.21680216802168017,-0.18820224719101125
300268.SZ,佳沃股份,-0.12920353982300892,-0.23125000000000012
300269.SZ,联建光电,-0.4548672566371682,-0.2202531645569621
300270.SZ,中威电子,-0.30014858841010406,-0.40530303030303033
300276.SZ,三丰智能,-0.20874422325195857,-0.21624891936663349
300278.SZ,华昌达,-0.5379426644182124,-0.32009925558312646
300282.SZ,三盛教育,-0.46931515683357994,-0.31373375921576857
300284.SZ,苏交科,-0.37617899186472153,-0.3941483429427427
